obs,pos_t_ratios,neg_t_ratios,med_vol_t_ratios
"2008-08-21 00:0",0.068255540775421,1.33885311498286,1.43629031298192
"2008-08-22 00:0",0.0286640634696706,1.36792024336258,1.37049355201451
"2008-08-25 00:0",0.0321564103346221,1.31664198372421,1.41192490892189
"2008-08-26 00:0",0.0915978840321297,1.31395630205692,1.37692188639648
"2008-08-27 00:0",0.080180428555768,1.30030285605637,1.35864473669916
"2008-08-28 00:0",0.108542169420346,1.23923518156883,1.35635522719662
"2008-08-29 00:0",0.0772920561851524,1.19003447700594,1.28813458232771
"2008-09-02 00:0",0.0843310334798355,1.1993301073848,1.32439606143125
"2008-09-03 00:0",0.0759483877794137,1.20664479214917,1.33230349150745
"2008-09-04 00:0",0.0734068127612254,1.07236833216298,1.43888792512268
"2008-09-05 00:0",0.0760604288184875,1.07720527998925,1.42766346750198
"2008-09-08 00:0",0.0783055065369765,1.07615524054155,1.41616515112799
"2008-09-09 00:0",0.104881008710412,1.01935379191072,1.44979952454043
"2008-09-10 00:0",0.216744018867296,1.05553745705754,1.42497374832243
"2008-09-11 00:0",0.240998522491667,0.843648819691811,1.36206145698117
"2008-09-12 00:0",0.234288384644614,0.781257280043815,1.37289003423789
"2008-09-15 00:0",0.165750907501287,0.750477048561052,1.38206605039975
"2008-09-16 00:0",0.059493618056736,0.549750594335436,1.2853918906941
"2008-09-17 00:0",0.0304559324949918,0.566328015098047,1.25774227600781
"2008-09-18 00:0",-0.0327264395713015,0.508084939883426,1.27753893802928
"2008-09-19 00:0",-0.0605709569347496,0.523985272435566,1.3505836278229
"2008-09-22 00:0",-0.10579265575745,0.57182793251133,1.33007815031416
"2008-09-23 00:0",-0.146412106968465,0.505069546974085,1.2934192295966
"2008-09-24 00:0",-0.345176080244498,0.450601804682725,1.31480532334428
"2008-09-25 00:0",-0.304696240289885,0.506760017850759,1.31381713224339
"2008-09-26 00:0",-0.296778819846551,0.511741718062977,1.32255369228574
"2008-09-29 00:0",-0.380856901320864,0.175915188084514,1.4472175197436
"2008-09-30 00:0",-0.381534032071507,0.151366013033769,1.53915069852496
"2008-10-01 00:0",-0.437360655138074,0.155218513144093,1.51484164931534
"2008-10-02 00:0",-0.160297204299395,0.817368235285991,1.66127482548623
"2008-10-03 00:0",-0.262167723248643,0.857007111797857,1.7130433596275
"2008-10-06 00:0",-0.178061608457725,0.849770179635291,1.7046411273523
"2008-10-07 00:0",-0.0428530574497439,0.698404304983039,1.66024729014783
"2008-10-08 00:0",-0.0700490291300725,0.686688407223626,1.60515705118461
"2008-10-09 00:0",0.0174008325076458,0.535759688974995,1.59387196483636
"2008-10-10 00:0",0.107257863729157,0.470090898132683,1.60144607514304
"2008-10-13 00:0",0.227798608073542,0.215654598641805,1.57727548992207
"2008-10-14 00:0",0.338387456200345,0.130366470201666,1.46698402873915
"2008-10-15 00:0",0.361403354249297,0.178663619995013,1.3763627686197
"2008-10-16 00:0",0.468266232068819,0.712587328095256,1.63634854955146
"2008-10-17 00:0",0.453612821745861,0.578059351275224,1.70434778633037
"2008-10-20 00:0",0.482017761560303,0.541738918459061,1.72995872083544
"2008-10-21 00:0",0.469209328803891,0.57149558791186,1.72560530134057
"2008-10-22 00:0",0.459458994873722,0.554932384403325,1.68609175301408
"2008-10-23 00:0",0.44154542827724,0.565162157865103,1.69098735972065
"2008-10-24 00:0",0.484394610717727,0.554800800860499,1.72323693836031
"2008-10-27 00:0",0.469372856653851,0.55937225561906,1.72782777723202
"2008-10-28 00:0",0.714593047360596,0.0261844576186728,1.52801215229155
"2008-10-29 00:0",0.790759075174435,-0.0717579777629256,1.33691825014556
"2008-10-30 00:0",0.941809973048317,-0.0868215136390401,1.23725289827081
"2008-10-31 00:0",0.967762649283149,-0.13179058608826,1.21777092723957
"2008-11-03 00:0",0.983201402506429,-0.159919703868044,1.21348797938854
"2008-11-04 00:0",0.956925093137334,0.0385298598985737,1.69048336346344
"2008-11-05 00:0",0.971122335183857,0.010113515102864,1.67694942979505
"2008-11-06 00:0",0.99322204991437,0.0183134798013279,1.70736434961739
"2008-11-07 00:0",0.998968003777948,0.0667274051801824,1.7011339780496
"2008-11-10 00:0",0.997618779508279,0.0618326318496126,1.72046036685536
"2008-11-11 00:0",1.1155922468378,-0.0653947108309643,1.72204703448647
"2008-11-12 00:0",1.07764751272305,-0.0273834046116713,1.73800736106905
"2008-11-13 00:0",1.12781229401416,0.0213882451994386,1.70119269310893
"2008-11-14 00:0",1.08102235132251,0.00459569758568067,1.71786590167405
"2008-11-17 00:0",0.922428803857506,-0.0312936692481968,1.75561360375532
"2008-11-18 00:0",0.962106652351289,-0.0254017637595097,1.72720314932686
"2008-11-19 00:0",0.818395837946573,-0.0578187502662527,1.71535926771944
"2008-11-20 00:0",0.825451219806865,-0.0670829276418703,1.72505806309908
"2008-11-21 00:0",0.555984513057291,0.0292482273809968,1.78469900752621
"2008-11-24 00:0",0.596736685155003,-0.0577168586628801,1.75487930789731
"2008-11-25 00:0",0.609966258423738,-0.0214276522861588,1.76087218535467
"2008-11-26 00:0",0.624398463681854,-0.0139330341823756,1.75861641579526
"2008-11-28 00:0",0.519698714258726,-0.00871064774961283,1.75266706945907
"2008-12-01 00:0",0.257666618067591,0.3140308387775,1.76759292782394
"2008-12-02 00:0",0.315418729294968,0.278726607913642,2.09105306303075
"2008-12-03 00:0",0.313197614401602,0.267399109728281,2.17855752542296
"2008-12-04 00:0",0.338758933099009,0.272653008050208,2.1707159219543
"2008-12-05 00:0",0.381052210362485,0.27071073185792,2.26082540214515
"2008-12-08 00:0",0.475600579537419,0.173123314342551,2.29365091938823
"2008-12-09 00:0",0.519284897860172,0.133683547927565,2.29984988250393
"2008-12-10 00:0",0.5141400477013,0.110648911553538,2.28878971094978
"2008-12-11 00:0",0.704303356228953,0.202178798254687,2.37950617979736
"2008-12-12 00:0",0.751759667997494,0.18358440413977,2.3356124983159
"2008-12-15 00:0",0.753345452674021,0.18383216885812,2.29451241049452
"2008-12-16 00:0",0.835943446908691,0.196988338255053,2.33184486035996
"2008-12-17 00:0",0.738560575213483,0.249904311549424,2.30846806091902
"2008-12-18 00:0",0.765818508835077,0.241986676294364,2.32809293977504
"2008-12-19 00:0",0.775720510366294,0.23237442168844,2.27703220249313
"2008-12-22 00:0",0.78963368543789,0.205783761329608,2.29076021818883
"2008-12-23 00:0",0.744761374255512,0.22865946254353,2.13954689773071
"2008-12-24 00:0",0.670580015642041,0.247112589661606,2.10728707210512
"2008-12-26 00:0",0.747806272864172,0.156273495765991,2.0880493828769
"2008-12-29 00:0",0.774222255707109,0.0684731455630024,2.05720136877799
"2008-12-30 00:0",0.756589805508889,0.0791931211313667,2.06814092224237
"2008-12-31 00:0",0.800472030487474,0.161348667228116,2.04715240968692
"2009-01-02 00:0",0.849594130287218,0.199602396748946,2.00472693549181
"2009-01-05 00:0",0.905067779843442,0.238464617999525,2.03673942032609
"2009-01-06 00:0",0.890242075280264,0.265316816332377,2.0530881903521
"2009-01-07 00:0",0.838690580306795,0.316515891681555,1.96705143851582
"2009-01-08 00:0",0.836244372635472,0.300994329479076,1.97533000054966
"2009-01-09 00:0",0.860428830237461,0.289739050547069,1.98421845173762
"2009-01-12 00:0",0.875349583278212,0.251555212287438,1.99465590486813
"2009-01-13 00:0",0.890973105069258,0.256157519432752,2.00201035552528
"2009-01-14 00:0",0.890317487887188,0.28639799822495,2.00959619456083
"2009-01-15 00:0",0.776494519638356,0.197417751498543,2.00174840274354
"2009-01-16 00:0",0.772611513333942,0.185063328074386,1.99496534272024
"2009-01-20 00:0",0.683090441146367,0.21600684462582,1.73833827653741
"2009-01-21 00:0",0.658917950683898,0.247524487836066,1.77823064176613
"2009-01-22 00:0",0.682099720376037,0.254383939835928,1.77618691489746
"2009-01-23 00:0",0.62466106216365,0.242869191452847,1.72959032594125
"2009-01-26 00:0",0.61714105701883,0.226968476047073,1.71440563642438
"2009-01-27 00:0",0.622017070438516,0.226165446876303,1.71205282920005
"2009-01-28 00:0",0.579445614477638,0.0663623795577761,1.76369857131764
"2009-01-29 00:0",0.40170286102544,0.13444766026353,1.90626339778562
"2009-01-30 00:0",0.379430251562206,0.195163795489476,1.9442118789539
"2009-02-02 00:0",0.314580651929114,0.205326152816767,1.950391261673
"2009-02-03 00:0",0.299469725056427,0.298626617906772,2.29131191398996
"2009-02-04 00:0",0.296863731017194,0.321972200786502,2.31774951602221
"2009-02-05 00:0",0.376984810497009,0.416914342460988,2.31209464040058
"2009-02-06 00:0",0.41083866528146,0.527016999348521,2.32972500470987
"2009-02-09 00:0",0.370222606786412,0.549257359470818,2.31925541041887
"2009-02-10 00:0",0.352832084858914,0.572136530846998,2.42298854220918
"2009-02-11 00:0",0.360802873895876,0.583416923568052,2.46084325321494
"2009-02-12 00:0",0.322142549870674,0.587212822931372,2.47191911805287
"2009-02-13 00:0",0.389965338294404,0.481407759193152,2.43980223469886
"2009-02-17 00:0",0.31337182290203,0.453806307812001,2.44453540681607
"2009-02-18 00:0",0.193356111556008,0.443896898236306,2.4580675345202
"2009-02-19 00:0",0.0578840656140341,0.440011986503906,2.41935400356829
"2009-02-20 00:0",0.0581904689184729,0.455658179894538,2.40890280221442
"2009-02-23 00:0",0.0654334949711785,0.461910974939764,2.4094954320643
"2009-02-24 00:0",-0.0418588827480954,0.365671700567864,2.371427270805
"2009-02-25 00:0",0.00986907512206572,0.384142105038799,2.38077346754922
"2009-02-26 00:0",0.064447259507254,0.278903614157504,2.45471411770528
"2009-02-27 00:0",0.0158744489261418,0.291402646807767,2.49246493542874
"2009-03-02 00:0",-0.0239258135431094,0.249372348801512,2.48466286545018
"2009-03-03 00:0",-0.0336011231783087,0.278795162665098,2.54578690734648
"2009-03-04 00:0",-0.0573607608161604,0.0918782177471248,2.52564292403877
"2009-03-05 00:0",-0.0564114323896901,0.136231691966134,2.51474005960975
"2009-03-06 00:0",-0.0555582478119079,0.113325869337187,2.49178151620755
"2009-03-09 00:0",-0.0693933542846945,0.0837391166782308,2.48357356241763
"2009-03-10 00:0",-0.140104371477206,-0.101816800373648,2.36407473296469
"2009-03-11 00:0",-0.0481809321191443,-0.135562373898651,2.31988435991851
"2009-03-12 00:0",-0.0458795605448859,-0.0767303176665309,2.46213745243612
"2009-03-13 00:0",0.210912922234313,-0.0212100253358445,2.42502624699409
"2009-03-16 00:0",0.19027137033145,-0.00883021714037045,2.35631898540934
"2009-03-17 00:0",0.156908830102438,-0.0307653935381438,2.34897223336182
"2009-03-18 00:0",0.177201595467844,0.0528889010334098,2.31753654293977
"2009-03-19 00:0",0.112197721062966,-9.43125622176184e-005,2.28999913799665
"2009-03-20 00:0",0.107823836788755,0.0238183499040343,2.28731537272636
"2009-03-23 00:0",0.154040097170695,-0.00746731002470845,2.27880315029923
"2009-03-24 00:0",0.0812176135575492,-0.217414094202208,2.41246253430553
"2009-03-25 00:0",0.118628665869011,-0.338760611230337,2.43721955085255
"2009-03-26 00:0",0.128330418455389,-0.361060414820864,2.44988173621894
"2009-03-27 00:0",0.0576856939136198,-0.42932057474487,2.47436634739102
"2009-03-30 00:0",0.0503595267296624,-0.41959891538228,2.48603717450769
"2009-03-31 00:0",0.0498075539375092,-0.382109808750677,2.50394445732085
"2009-04-01 00:0",0.0899099974705021,-0.387773965324686,2.52000942371772
"2009-04-02 00:0",0.484831895006509,-0.680272506080133,2.42439240563729
"2009-04-03 00:0",0.503621476815128,-0.687010374229902,2.43249490135167
"2009-04-06 00:0",0.522914986184186,-0.715216568822148,2.421901801196
"2009-04-07 00:0",0.562347704519926,-0.805510845267278,2.43834883596441
"2009-04-08 00:0",0.503622127761908,-0.673690399936188,2.41171676407523
"2009-04-09 00:0",0.534947754556177,-0.656476290733724,2.27497884190474
"2009-04-13 00:0",0.553146682118937,-0.679720145269878,2.24657690832306
"2009-04-14 00:0",0.557917882972485,-0.730401939271265,2.23789984331451
"2009-04-15 00:0",0.532033024170423,-0.725575781188986,2.22670108441512
"2009-04-16 00:0",0.429376557557542,-0.6189462406461,2.09620546790702
"2009-04-17 00:0",0.43495268193335,-0.625018101575108,2.07048281461109
"2009-04-20 00:0",0.419033068061631,-0.624107934228428,2.13353116022237
"2009-04-21 00:0",0.32589815663527,-0.738182334665398,2.09374164463457
"2009-04-22 00:0",0.289061087984773,-0.75135969767845,2.0635647725079
"2009-04-23 00:0",0.291754025729146,-0.787703711562376,2.0162011325868
"2009-04-24 00:0",0.337217603092656,-0.773358295418388,2.02918972135749
"2009-04-27 00:0",0.144210299705254,-0.485039976993836,2.14080991553616
"2009-04-28 00:0",0.112463530250333,-0.551561070548232,2.21595361676302
"2009-04-29 00:0",0.111687889053783,-0.541765470245125,2.27757057823455
"2009-04-30 00:0",0.12534954471523,-0.532492499282966,2.23216508325994
"2009-05-01 00:0",0.126956832098731,-0.576284279344346,2.20154381898104
"2009-05-04 00:0",0.0875616225261561,-0.522525991013809,2.22156410284181
"2009-05-05 00:0",0.0752743935303362,-0.519090754257551,2.22960029943636
"2009-05-06 00:0",0.0785168364678778,-0.56648714685289,2.24053037792881
"2009-05-07 00:0",0.120589782252514,-0.565794016820889,2.14535865965167
"2009-05-08 00:0",0.191466577690031,-0.459239991443093,1.98563503772376
"2009-05-11 00:0",0.230513073266991,-0.43562404175718,2.00068730731077
"2009-05-12 00:0",0.238178446905088,-0.447986978942634,2.00957929710058
"2009-05-13 00:0",0.337204642145423,-0.306471115121283,2.05749632707064
"2009-05-14 00:0",0.342524427730385,-0.308525076143135,2.02971438205635
"2009-05-15 00:0",0.292277849895596,-0.421815540896213,2.01057508483478
"2009-05-18 00:0",0.351142210629432,-0.421049861992041,2.01856142024825
"2009-05-19 00:0",0.330979167364256,-0.395766880597577,2.01656977764965
"2009-05-20 00:0",0.323202035904247,-0.419690584124474,2.00341508087978
"2009-05-21 00:0",0.258183063227414,-0.417057070829355,2.01442583801317
"2009-05-22 00:0",0.230564284947893,-0.371799044983317,2.01070590954813
"2009-05-26 00:0",0.212002712145225,-0.365487739614317,2.01643531209916
"2009-05-27 00:0",0.212760760240836,-0.400643910628459,2.02859917375262
"2009-05-28 00:0",0.237950988850696,-0.401897971692027,2.02737298752005
"2009-05-29 00:0",0.193922766085386,-0.524123829763742,1.67913829284672
"2009-06-01 00:0",0.189783775863458,-0.62857567513691,1.6634540668501
"2009-06-02 00:0",0.112376697568422,-0.794682131306258,1.71875723227924
"2009-06-03 00:0",0.0892797600226335,-0.802562387703582,1.71690182233341
"2009-06-04 00:0",0.0903064564477,-0.813688539092052,1.73666733555732
"2009-06-05 00:0",0.0693393663924504,-0.812178106613153,1.7411099648477
"2009-06-08 00:0",0.136014776656205,-0.841614298736765,1.61689643525457
"2009-06-09 00:0",0.176546525794639,-0.792838692067013,1.62052646919072
"2009-06-10 00:0",0.187210094571227,-0.77758140737239,1.70424879082597
"2009-06-11 00:0",0.1848923669282,-0.780985301845069,1.71649433427962
"2009-06-12 00:0",0.13016049075096,-0.810108023620861,1.72473813527259
"2009-06-15 00:0",0.0530642829492199,-0.872144398288109,1.77669563521995
"2009-06-16 00:0",-0.00781935024920664,-0.918433046836127,1.7451359860052
"2009-06-17 00:0",-0.000655404894108288,-0.936752501420171,1.72311100987878
"2009-06-18 00:0",-0.00117478234825898,-0.934064873542028,1.70991765927679
"2009-06-19 00:0",0.0228017824350958,-0.923728650044066,1.71744669521332
"2009-06-22 00:0",0.0338442197554857,-0.800834096623542,1.68571302311635
"2009-06-23 00:0",0.0365452519643603,-0.859036449815807,1.66223022529853
"2009-06-24 00:0",-0.0114229571575288,-0.768184046711712,1.69397730892645
"2009-06-25 00:0",0.0655214454232381,-0.708404935995805,1.68893287661027
"2009-06-26 00:0",-0.0427199853857983,-0.924091531877152,1.67867266421588
"2009-06-29 00:0",-0.0393400607607161,-0.977853001235052,1.66762941832938
"2009-06-30 00:0",-0.0197290358828239,-0.992622879548812,1.65977589567013
"2009-07-01 00:0",0.220269321582562,-0.978604897002274,1.82950782079002
"2009-07-02 00:0",0.243384070543802,-0.975874060210761,1.85102554315723
"2009-07-06 00:0",0.203784059188015,-1.06537892971652,1.8283871125854
"2009-07-07 00:0",0.137205208529149,-1.05482370660168,1.78261857110845
"2009-07-08 00:0",0.151179278305421,-1.08921198689112,1.79315425807854
"2009-07-09 00:0",0.116785822861951,-1.04090771667558,1.84569819131995
"2009-07-10 00:0",0.489122091152901,-0.987512152337441,1.73914629922103
"2009-07-13 00:0",0.515419727278534,-1.10084639140252,1.68339504786124
"2009-07-14 00:0",0.659990391988625,-1.08424881895534,1.67696295212102
"2009-07-15 00:0",0.684594122973007,-1.08766954279423,1.61669583009999
"2009-07-16 00:0",0.601818258756721,-1.09710290802069,1.70587285958717
"2009-07-17 00:0",0.598750032769126,-1.05283829747691,1.73142249329023
"2009-07-20 00:0",0.523679966322966,-1.11598820234914,1.68092466613287
"2009-07-21 00:0",0.524129279511692,-1.11997433975967,1.67763829652787
"2009-07-22 00:0",0.244962300718144,-1.06709035381558,1.40210859542483
"2009-07-23 00:0",0.235995674127778,-1.04766360334974,1.62170975058328
"2009-07-24 00:0",0.307648903478329,-0.943706725785512,1.5822418020442
"2009-07-27 00:0",0.326555748642252,-0.986930827664051,1.59312692720299
"2009-07-28 00:0",0.318950474090685,-0.997590694135039,1.42109938650612
"2009-07-29 00:0",0.205575312478345,-1.00724606682676,1.34726367617539
"2009-07-30 00:0",0.215011525500671,-0.914273309043405,1.42931032714202
"2009-07-31 00:0",0.208699457069116,-0.901416882572676,1.47592537838931
"2009-08-03 00:0",0.174066976772174,-0.921852987366221,1.44012246192172
"2009-08-04 00:0",0.211862359878907,-0.951486405858216,1.4763220697069
"2009-08-05 00:0",0.163828820996669,-0.865827151511825,1.42641214317935
"2009-08-06 00:0",0.170558549982276,-0.824229222134017,1.45714144063215
"2009-08-07 00:0",0.170481179122802,-0.847168593210876,1.55035296182978
"2009-08-10 00:0",0.289981294009156,-0.803624462363055,1.53929167613984
"2009-08-11 00:0",0.303514339507363,-0.793051044815111,1.48656203837453
"2009-08-12 00:0",0.281812147199368,-0.793921819541578,1.52555041598294
"2009-08-13 00:0",0.25128773361578,-0.852501011705315,1.45200559605765
"2009-08-14 00:0",0.252756639678275,-0.911791670270637,1.44386574519736
"2009-08-17 00:0",0.217588326103291,-0.873509719653911,1.44253962506369
"2009-08-18 00:0",0.177296376306812,-0.896230081340731,1.45286171843902
"2009-08-19 00:0",0.131471695762278,-0.877215810698693,1.41798262868363
"2009-08-20 00:0",0.0928159561699461,-0.88078022499346,1.38963704038034
"2009-08-21 00:0",0.0633462264161156,-0.912289513400001,1.41073673960965
"2009-08-24 00:0",0.123792624722385,-0.930186988192133,1.43685117504305
"2009-08-25 00:0",0.132238232298838,-0.899192500507646,1.45762415497604
"2009-08-26 00:0",0.188923795125255,-1.01738527306505,1.46292455569208
"2009-08-27 00:0",0.193572282300213,-1.01813142170221,1.4610796197649
"2009-08-28 00:0",0.153006345029939,-1.00095203891925,1.40994711265797
"2009-08-31 00:0",0.123780902884255,-0.993042673797701,1.44474000497438
"2009-09-01 00:0",0.112295789218213,-0.977997972010904,1.44508720557172
"2009-09-02 00:0",0.0733158453286256,-0.970541096550513,1.41038964364336
"2009-09-03 00:0",0.0856258727409567,-0.953082550567641,1.42394345631995
"2009-09-04 00:0",0.105695348050247,-0.89659528289725,1.55048120104556
"2009-09-08 00:0",0.113607225674217,-0.883152949347844,1.54671873676811
"2009-09-09 00:0",0.108348505950505,-0.908257663440937,1.51107236513367
"2009-09-10 00:0",0.161477521989581,-0.802675111483506,1.55286095294942
"2009-09-11 00:0",0.22637138559823,-0.768915597058619,1.53407447195795
"2009-09-14 00:0",0.302045795071413,-0.72504342960193,1.48817628367547
"2009-09-15 00:0",0.305658891274387,-0.719397322531354,1.46034060516935
"2009-09-16 00:0",0.290752883748052,-0.755859619631158,1.42602518210306
"2009-09-17 00:0",0.295239275853677,-0.722561331033154,1.44136722344712
"2009-09-18 00:0",0.26654372993017,-0.711507917673095,1.46251346568736
"2009-09-21 00:0",0.268533351722984,-0.710550276417234,1.45919266050276
"2009-09-22 00:0",0.267808929594566,-0.726531274151948,1.43174223483961
"2009-09-23 00:0",0.290214552625651,-0.480679321261443,1.30539848866134
"2009-09-24 00:0",0.267946385346195,-0.509220798138664,1.22686174419747
"2009-09-25 00:0",0.334474930627765,-0.550695902262579,1.21853345506383
"2009-09-28 00:0",0.166464003064642,-1.0598452693983,1.12853931995344
"2009-09-29 00:0",0.237496809207283,-1.11017567338257,1.17074722018996
"2009-09-30 00:0",0.0657615283745867,-1.15981498172312,1.1123393386188
"2009-10-01 00:0",-0.0391929747868968,-1.11553670547577,1.15011053076634
"2009-10-02 00:0",-0.0561631811639109,-1.11478895694821,1.16249487666178
"2009-10-05 00:0",-0.240934785685787,-0.963730929959294,1.16501066354648
"2009-10-06 00:0",-0.238301616978994,-0.962628165930493,1.21672211114466
"2009-10-07 00:0",-0.384962162983537,-0.722906277711741,1.27423709716225
"2009-10-08 00:0",-0.420511436483421,-0.620035204290808,1.22279218612424
"2009-10-09 00:0",-0.475150088807275,-0.735950479011814,1.29332664793518
"2009-10-12 00:0",-0.525561963800807,-0.972896327976907,1.1390656156879
"2009-10-13 00:0",-0.547371920973322,-0.931264164605614,1.1217866469924
"2009-10-14 00:0",-0.528208915565173,-0.785368070233036,1.13561139440486
"2009-10-15 00:0",-0.492379478541916,-0.822566567777148,1.09092957627587
"2009-10-16 00:0",-0.481382334788866,-0.838479991142359,1.14171602378902
"2009-10-19 00:0",-0.508606604939039,-0.845490268639573,1.16806115990992
"2009-10-20 00:0",-0.473438785542175,-0.8210356506562,1.17291267884968
"2009-10-21 00:0",-0.458298447673058,-0.794656488556772,1.18484549945106
"2009-10-22 00:0",-0.493062178518748,-0.350821261977791,1.27632966915882
"2009-10-23 00:0",-0.55055543710452,-0.362236119708289,1.34961134900828
"2009-10-26 00:0",-0.678751985808381,-0.300179807121014,1.35615942243772
"2009-10-27 00:0",-0.64567362642621,-0.272637081779978,1.39118017536543
"2009-10-28 00:0",-0.710485688856145,-0.233280629343251,1.40961680943925
"2009-10-29 00:0",-0.731753578951547,-0.374130301068701,0.771951546575823
"2009-10-30 00:0",-0.74504185318835,-0.346753952003858,0.775819411974295
"2009-11-02 00:0",-0.68501938988801,-0.351912808050934,0.824179878236034
"2009-11-03 00:0",-0.704422248767369,-0.4114847380708,0.615011433481214
"2009-11-04 00:0",-0.707386964361799,-0.398073173915324,0.669960811538854
"2009-11-05 00:0",-0.745083967316569,-0.327310410734203,0.669833206611799
"2009-11-06 00:0",-0.758639065746427,-0.251457928802833,0.586091733717645
"2009-11-09 00:0",-0.728811030578415,-0.305720592249174,0.614194806074871
"2009-11-10 00:0",-0.702937435629918,-0.215806272588317,0.559377701134975
"2009-11-11 00:0",-0.621464867425945,-0.173190208418422,0.532505032290494
"2009-11-12 00:0",-0.639361365445352,-0.119401372566922,0.514111717515783
"2009-11-13 00:0",-0.392324048936283,0.0090537153840274,0.511085822466072
"2009-11-16 00:0",-0.410489071177413,0.0299074338579957,0.52619253279398
"2009-11-17 00:0",-0.298647300651403,-0.0766312486314226,0.541217704114898
"2009-11-18 00:0",-0.26515347933405,-0.0435356401646109,0.613084153113917
"2009-11-19 00:0",-0.204089167501964,-0.107570637297081,0.653512383336408
"2009-11-20 00:0",-0.203419023257072,-0.128916460376185,0.666852568468424
"2009-11-23 00:0",-0.106384603699421,-0.116727079710615,0.664814074260882
"2009-11-24 00:0",-0.0105968187670238,-0.315086359581301,0.661248847874026
"2009-11-25 00:0",-0.0432982603335386,-0.216328643184193,0.117749209996637
"2009-11-27 00:0",-0.0213960335113977,-0.157181610867013,0.0874900911555773
"2009-11-30 00:0",-0.0280490871361759,-0.179057034928722,0.0565690012333618
"2009-12-01 00:0",-0.0264558889137354,-0.192217367393985,0.00667076041206948
"2009-12-02 00:0",-0.146023870416613,0.0610269924717309,-0.0734972160198455
"2009-12-03 00:0",-0.118626413021987,0.102318988679406,-0.0894866236627073
"2009-12-04 00:0",-0.159293177614278,-0.00364547745592052,-0.055064949261014
"2009-12-07 00:0",-0.35723585955748,-0.100945987401142,-0.162098541818953
"2009-12-08 00:0",-0.453436349625003,-0.0852538429516908,-0.152139555970398
"2009-12-09 00:0",-0.432384726500337,-0.0465356195734978,-0.140233801093851
"2009-12-10 00:0",-0.491413303447921,0.0297717426161468,-0.16617609156953
"2009-12-11 00:0",-0.507043658161576,-0.0338712368959526,-0.190517682300935
"2009-12-14 00:0",-0.522549915975495,-0.0555584127773495,-0.233664851984377
"2009-12-15 00:0",-0.518844013900706,-0.0422747361474434,-0.20543130137596
"2009-12-16 00:0",-0.514741330678833,-0.040114288050768,-0.225277800974484
"2009-12-17 00:0",-0.4763551811366,-0.0562184128102368,-0.0672078454662955
"2009-12-18 00:0",-0.383810007591393,-0.144876769350724,0.00919716847271269
"2009-12-21 00:0",-0.401073058458997,-0.208169302858554,0.177344273889012
"2009-12-22 00:0",-0.369779933637708,-0.265153467092266,0.157612251817107
"2009-12-23 00:0",-0.344488659643978,-0.29679769687634,0.179255876860212
"2009-12-24 00:0",-0.320373541889488,-0.296256949855131,0.182453678661331
"2009-12-28 00:0",-0.276840084317735,-0.365932846525457,0.258252046843565
"2009-12-29 00:0",-0.27672594010986,-0.426014162862073,0.243582563968871
"2009-12-30 00:0",-0.305461228891097,-0.35631864544191,0.239157720128125
"2009-12-31 00:0",-0.223598489363354,-0.434294586124063,0.423816041979015
"2010-01-04 00:0",-0.246313065215295,-0.423469948571519,0.41429294940435
"2010-01-05 00:0",-0.276624192951755,-0.393895971428027,0.371500320171421
"2010-01-06 00:0",-0.292745933746484,-0.333081779550465,0.345241905881001
"2010-01-07 00:0",-0.273179417349741,-0.373159365299084,0.37916799925218
"2010-01-08 00:0",-0.271860426936622,-0.396003270178251,0.393633785230335
"2010-01-11 00:0",-0.207427099230792,-0.364894221714906,0.422012448630402
"2010-01-12 00:0",-0.206542323610387,-0.356033811938314,0.437052338885791
"2010-01-13 00:0",-0.0998246525439009,-0.438372328018218,0.815906461927755
"2010-01-14 00:0",-0.0903860830402174,-0.472090597893941,0.743736159555729
"2010-01-15 00:0",-0.00814503656130505,-0.415336762525408,0.768060647109892
"2010-01-19 00:0",0.0494356522239453,-0.464111143061031,0.774024788627363
"2010-01-20 00:0",0.0313354576414343,-0.417072443952596,0.794812108060634
"2010-01-21 00:0",0.0717545088331559,-0.379878256984545,0.765842870902009
"2010-01-22 00:0",0.0638585631749312,-0.324132331989027,0.720438753248107
"2010-01-25 00:0",0.36139645679644,-0.394911869135481,0.731884687797647
"2010-01-26 00:0",0.441369084492825,-0.475640898717135,0.700279796729728
"2010-01-27 00:0",0.456219125049712,-0.454556149011792,0.697958249149086
"2010-01-28 00:0",0.397576397344727,-0.599611111324927,0.0577188362689227
"2010-01-29 00:0",0.464755109889009,-0.660782504371222,0.0521839365683342
"2010-02-01 00:0",0.513582308247404,-0.816410912597169,0.0957623613022008
"2010-02-02 00:0",0.503110591293675,-0.91252172699238,0.366760149729125
"2010-02-03 00:0",0.508128654821159,-0.921768831002494,0.340070666960956
"2010-02-04 00:0",0.545687087246443,-0.898623158077311,0.200506093167033
"2010-02-05 00:0",0.587663577699898,-0.981417785764743,0.157475053843141
"2010-02-08 00:0",0.563492826701694,-1.00171054838168,0.139958930897582
"2010-02-09 00:0",0.49949218145137,-0.947058482515821,0.0933344286977439
"2010-02-10 00:0",0.582105795869614,-0.894826196320008,0.0867341792572005
"2010-02-11 00:0",0.597986641020292,-0.859672236270345,0.0739008007863109
"2010-02-12 00:0",0.670718498996945,-0.966043862855299,0.201515211687574
"2010-02-16 00:0",0.676773722502242,-0.962779442998995,0.238135089244365
