obs,neg_p_values_lag_one,neg_p_values_lag_two,neg_p_values_lag_three,neg_p_values_lag_four,neg_p_values_lag_five
"2009-12-21 00:0",0.795852443946145,0.608156087295579,0.365257907187469,0.242412818718913,0.840965909990819
"2009-12-22 00:0",0.761576349090181,0.602329661319639,0.381121134163015,0.26832114358906,0.720778961016503
"2009-12-23 00:0",0.786946584387977,0.561314529780933,0.35953575543914,0.256268815114998,0.73635880532942
"2009-12-24 00:0",0.826646471696805,0.531725911564866,0.418238366885579,0.214791359165799,0.778492337399303
"2009-12-28 00:0",0.778832601864818,0.51350419898149,0.42475368645171,0.259786126048358,0.866827106092761
"2009-12-29 00:0",0.817976165240505,0.557647777056369,0.423501649637389,0.265297166500771,0.811501211249174
"2009-12-30 00:0",0.758886980822399,0.59414828654488,0.429877189644005,0.272870156598103,0.829982892748294
"2009-12-31 00:0",0.823660863357131,0.522717175222526,0.467539000018226,0.243775300677719,0.839235241832543
"2010-01-04 00:0",0.755847204153925,0.53970486030122,0.568473741538633,0.285058297731915,0.842970679242379
"2010-01-05 00:0",0.692268999282094,0.561738856334773,0.608194222924298,0.313462055327595,0.795671257346502
"2010-01-06 00:0",0.648703267910292,0.61974217591015,0.601463629630085,0.341866554925231,0.751868808517964
"2010-01-07 00:0",0.685778067390813,0.630228695913438,0.579207920398912,0.326346255741442,0.749642508701067
"2010-01-08 00:0",0.688823173371695,0.618552139835749,0.581673459928445,0.328306215793873,0.752619441462452
"2010-01-11 00:0",0.700929707818861,0.601695516419986,0.614414288376114,0.341770211468052,0.735300654472862
"2010-01-12 00:0",0.717657186241078,0.613322794603296,0.584594906781452,0.323710060417269,0.758932330680345
"2010-01-13 00:0",0.766292619215531,0.547788588086187,0.546192692786068,0.246239836637545,0.793487933169579
"2010-01-14 00:0",0.835682172444753,0.512058134806231,0.526069407827494,0.250249525691765,0.766484009641515
"2010-01-15 00:0",0.807179123261905,0.460130639594777,0.572319948673086,0.257201651856304,0.767664196360151
"2010-01-19 00:0",0.871172752912315,0.448969194770912,0.652268408023174,0.280831942324197,0.77856391503843
"2010-01-20 00:0",0.807598717968977,0.424974194746843,0.619911392053501,0.30448957702027,0.716028756631488
"2010-01-21 00:0",0.781461861422409,0.412842103802994,0.623278686555269,0.312887196373574,0.704041546535592
"2010-01-22 00:0",0.715892511653902,0.496154603845485,0.676770384087385,0.359271287352586,0.654757386455317
"2010-01-25 00:0",0.722643992112739,0.58896230678509,0.550820098243713,0.412903174299884,0.578608394739588
"2010-01-26 00:0",0.710176149231859,0.64063767800685,0.618188151849016,0.516865611830856,0.642347987880045
"2010-01-27 00:0",0.705396004295881,0.657333184192259,0.620939738282107,0.539807649025535,0.60135424679219
"2010-01-28 00:0",0.808652685364374,0.641229066755731,0.618090758881024,0.541198654267777,0.64007406163173
"2010-01-29 00:0",0.829183252918436,0.676152532113108,0.615536203714636,0.542543794352871,0.630284344675697
"2010-02-01 00:0",0.97730501159112,0.752827056060894,0.640213412696604,0.559585003720457,0.655380356026734
"2010-02-02 00:0",0.973093495302953,0.873320859085347,0.660714582421483,0.55150683098529,0.650249667333556
"2010-02-03 00:0",0.972303221839163,0.891776215116697,0.70130430334229,0.546219378346376,0.638569890365416
"2010-02-04 00:0",0.789168580019438,0.879460311895613,0.627484988041406,0.673425947837405,0.667597765309022
"2010-02-05 00:0",0.628857838948314,0.993344193533587,0.598173775275891,0.694713040928674,0.748586688964533
"2010-02-08 00:0",0.65708668373127,0.928420517415896,0.638505913206352,0.707308098420405,0.735904035773131
"2010-02-09 00:0",0.572399196141677,0.999210345805365,0.618431267673875,0.694657913698942,0.748265657712924
"2010-02-10 00:0",0.594737198885506,0.906661771529286,0.534513458783111,0.570758948545298,0.658150504243485
"2010-02-11 00:0",0.634006334930404,0.904338455393764,0.528815051770813,0.627656084979708,0.610535611593617
"2010-02-12 00:0",0.471033951503397,0.950850571480611,0.5033451790571,0.630257757037466,0.551174823405887
"2010-02-16 00:0",0.507859113233112,0.994056576577776,0.502869007119985,0.654163014003614,0.578215539528984
"2010-02-17 00:0",0.506005582874221,0.998173541810962,0.495555706100182,0.657076433627034,0.578871099361285
"2010-02-18 00:0",0.530360775250798,0.986605338546389,0.529766716650033,0.669676273373618,0.554839728073908
"2010-02-19 00:0",0.518251543428343,0.975621494754031,0.53753670134829,0.683275817061287,0.576205327130247
"2010-02-22 00:0",0.57957211375698,0.964148822300365,0.566567361908341,0.667894559434319,0.594009653260384
"2010-02-23 00:0",0.50053072999542,0.996605849686321,0.561554476412701,0.649662364183505,0.590942734377088
"2010-02-24 00:0",0.50044236747369,0.748963940910362,0.513293357105925,0.663188030274857,0.550409942156356
"2010-02-25 00:0",0.408000391074184,0.753926953385575,0.631329139008341,0.69746523802683,0.562913715965005
"2010-02-26 00:0",0.493218689607878,0.97228428897962,0.646110552952342,0.957573455819311,0.493219404568608
"2010-03-01 00:0",0.539821039392,0.911997718549613,0.817651081722122,0.955476866078292,0.354520829693854
"2010-03-02 00:0",0.554583132624129,0.947001034842423,0.832609807822689,0.871592957789844,0.350455538897821
"2010-03-03 00:0",0.578213020365834,0.988168600061304,0.818636951061603,0.849616321088369,0.301153433603008
"2010-03-04 00:0",0.739774370631959,0.906956705571852,0.902555963764512,0.855062262973915,0.311130478217976
"2010-03-05 00:0",0.803894478097933,0.843286357905027,0.89790970886065,0.912993924906226,0.303848485430008
"2010-03-08 00:0",0.757324229886267,0.793816089645848,0.819978993978921,0.861344810895704,0.282694836601465
"2010-03-09 00:0",0.754940666726803,0.812502622947535,0.805996853797607,0.865452434957865,0.275249329418352
"2010-03-10 00:0",0.842213867911182,0.777557470483462,0.732573514197414,0.915906779164222,0.217607990104967
"2010-03-11 00:0",0.871667109637298,0.714657661152299,0.721508318674192,0.860163028130465,0.196707023385167
"2010-03-12 00:0",0.670251549568805,0.7496255951043,0.755295591831462,0.835938079307273,0.190658547359946
"2010-03-15 00:0",0.659197016623277,0.744419914049799,0.720320103247029,0.837966824116132,0.190609204681284
"2010-03-16 00:0",0.667067742658046,0.740360560292556,0.726036519862902,0.853457297175202,0.191017167267217
"2010-03-17 00:0",0.616602160678725,0.711371491473033,0.751230674106145,0.650575626838839,0.203859586354421
"2010-03-18 00:0",0.964612305851005,0.841783934640168,0.694724543250785,0.723000069215908,0.490974513507186
"2010-03-19 00:0",0.967820644716316,0.70409504724678,0.722062630044882,0.689388561716853,0.464277367741798
"2010-03-22 00:0",0.885234637136898,0.730052865493919,0.885312355763058,0.662330013870269,0.399237746025675
"2010-03-23 00:0",0.968676083629048,0.670796011491371,0.882608008428384,0.751897326336265,0.423994760043143
"2010-03-24 00:0",0.994601071184865,0.617000059435964,0.933622843568154,0.767989479921264,0.476328271063089
"2010-03-25 00:0",0.961173318698542,0.620818549599587,0.863629255716153,0.798978047020339,0.475285118911592
"2010-03-26 00:0",0.835640175965895,0.638758235920435,0.711104554986738,0.85014507821918,0.540472847703739
"2010-03-29 00:0",0.966424096247624,0.685139850188822,0.869292864375678,0.909215750124348,0.743151654278136
"2010-03-30 00:0",0.938807914617881,0.710526902978112,0.894680964393393,0.896083731252297,0.798617971503333
"2010-03-31 00:0",0.874991233731537,0.714297958005488,0.950108805375729,0.898096899100709,0.844666724369171
"2010-04-01 00:0",0.6007960065402,0.90473685047743,0.617438344546503,0.58733999920834,0.539352398234011
"2010-04-05 00:0",0.619775982222039,0.866005337133267,0.700932444563391,0.584185876614291,0.63984118444958
"2010-04-06 00:0",0.414771330084186,0.83086816428262,0.82885280715426,0.453666651624324,0.603058739078616
"2010-04-07 00:0",0.367628890250231,0.966376701099032,0.86636157334533,0.409120260889825,0.549724895819999
"2010-04-08 00:0",0.346490015096966,0.980791422940119,0.845116061038898,0.410966214284997,0.538694296539567
"2010-04-09 00:0",0.357204582335969,0.93493663485959,0.875064828588,0.389602069586382,0.551332853300218
"2010-04-12 00:0",0.54033097080624,0.987290248305635,0.598326664355524,0.499617561646153,0.816364861470626
"2010-04-13 00:0",0.464017568633986,0.917593219558744,0.622149035429607,0.569667042396271,0.880339561190753
"2010-04-14 00:0",0.619940927422544,0.669276888855282,0.45652370186179,0.581735531603292,0.626308402146302
"2010-04-15 00:0",0.505367866818476,0.817358707779866,0.33207297986955,0.471370595184738,0.629188579329519
"2010-04-16 00:0",0.490934465204086,0.957425188477552,0.294189055514609,0.5301539205437,0.537809884737168
"2010-04-19 00:0",0.405100465377448,0.94804941260255,0.357551737067897,0.480313308578425,0.430811670806906
"2010-04-20 00:0",0.393928520582998,0.860133589904349,0.378414402902116,0.582981494678711,0.547916365792829
"2010-04-21 00:0",0.659888865460891,0.801070797382804,0.208407434191218,0.565707885599387,0.386083204283801
"2010-04-22 00:0",0.467424497515216,0.686900830867371,0.245635099817327,0.692839650466878,0.374740910214841
"2010-04-23 00:0",0.454387111467512,0.462372114707281,0.17447958889538,0.741486364318341,0.252064331643328
"2010-04-26 00:0",0.454816519616747,0.462199036114874,0.167207573874184,0.724699456935166,0.248787447552035
"2010-04-27 00:0",0.47427856179475,0.41881169377191,0.172248650225541,0.69317316876359,0.334073725929258
"2010-04-28 00:0",0.529789266787292,0.428572716177286,0.186843574470655,0.695210310185153,0.262522113911474
"2010-04-29 00:0",0.659515651719204,0.512403490933112,0.178428809902068,0.695283284873149,0.290015511615435
"2010-04-30 00:0",0.675649309696959,0.596399105150932,0.204002649645585,0.691074006271462,0.285280700465876
"2010-05-03 00:0",0.66867728119589,0.587234076272861,0.290728281181515,0.78351231428625,0.245388283312435
"2010-05-04 00:0",0.89760417950649,0.672704398439094,0.283011183232393,0.964743444130652,0.139738500514516
"2010-05-05 00:0",0.997908532848717,0.924205342082491,0.196003964967755,0.94739257908135,0.183750674953366
"2010-05-06 00:0",0.936477068300692,0.867838505137491,0.146229096522971,0.975388220008307,0.15520069077663
"2010-05-07 00:0",0.958041788728335,0.958716235615604,0.161827149893281,0.808330569454176,0.189406069302393
"2010-05-10 00:0",0.86361746437583,0.936742764697313,0.176810564918731,0.779019812144828,0.123262385528392
"2010-05-11 00:0",0.838623467735231,0.897134176899529,0.200388426406856,0.749145733510493,0.123296122400513
"2010-05-12 00:0",0.850465836129707,0.884616078550682,0.215449429353645,0.71220358977194,0.115992906675703
"2010-05-13 00:0",0.836466027105131,0.893977642809771,0.218187876304598,0.705990341086839,0.117225932544227
"2010-05-14 00:0",0.84049431750758,0.97423999520943,0.241144508383932,0.74173413153039,0.120911203903255
"2010-05-17 00:0",0.759766089714299,0.947551440868898,0.196617363713715,0.816119863056527,0.085283333127561
"2010-05-18 00:0",0.789768915570249,0.929888187478057,0.205673338874627,0.788603982062008,0.0818002640015576
"2010-05-19 00:0",0.822114175182222,0.892836663314997,0.199847432833217,0.756180096307357,0.074769534592857
"2010-05-20 00:0",0.831281565585158,0.863235050681892,0.190589908741259,0.751856891872855,0.0700197789500304
"2010-05-21 00:0",0.797988313076757,0.863955679091363,0.191050007574955,0.758006119385059,0.073256676473651
"2010-05-24 00:0",0.794639318001577,0.82074659117267,0.18949356053718,0.763599121458217,0.072238362674195
"2010-05-25 00:0",0.860019374844862,0.801244618477136,0.227195935851339,0.761166668298256,0.0724150030355072
"2010-05-26 00:0",0.97808961968683,0.818010077115127,0.236397175424838,0.772757318458886,0.0697139573747979
"2010-05-27 00:0",0.995633436820638,0.992556911925547,0.245394095177923,0.761199360392205,0.0833256855082867
"2010-05-28 00:0",0.991598167918814,0.928002331403391,0.200063373850992,0.730881813301912,0.0751411896157075
"2010-06-01 00:0",0.945648798551235,0.812693033123558,0.176320839655375,0.722932571354668,0.0628403189510113
"2010-06-02 00:0",0.843480871636636,0.858265473386012,0.224736981905321,0.617284943927121,0.040849432738154
"2010-06-03 00:0",0.866585649806787,0.889500008259684,0.210431283102436,0.768411745490217,0.0429483099460231
"2010-06-04 00:0",0.922056711434564,0.916941144380123,0.205243228716427,0.77778868109284,0.0825038889668454
"2010-06-07 00:0",0.966502275748255,0.865310197731094,0.204593436019303,0.742294764979972,0.083249441617761
"2010-06-08 00:0",0.819966830628866,0.907900824457969,0.168444823779542,0.76467243948784,0.0863016880008078
"2010-06-09 00:0",0.834193497303627,0.988990533602625,0.176590670920739,0.97623640757396,0.0957680895020907
"2010-06-10 00:0",0.946043644379047,0.876928090218487,0.235720020651878,0.903879608205983,0.0624972286790425
"2010-06-11 00:0",0.920642725296544,0.898973687727308,0.254279769592806,0.956458605810858,0.0663596414560302
"2010-06-14 00:0",0.882256857333506,0.905569915199187,0.26035550340002,0.934865879376007,0.0698835707686758
"2010-06-15 00:0",0.941972022379866,0.932610217981967,0.289597588676595,0.867855752700725,0.0425382810941903
"2010-06-16 00:0",0.947467634830704,0.769416325602992,0.173570306404536,0.827455074615504,0.0424303197212996
"2010-06-17 00:0",0.958847985654093,0.809624639326457,0.186541350802143,0.837523444731624,0.0369800572128577
"2010-06-18 00:0",0.990305036832724,0.91583188444586,0.142125813063389,0.970614325027698,0.023129697563508
"2010-06-21 00:0",0.896486699698189,0.996029194506351,0.145559944782324,0.859567820566024,0.00748445605415152
"2010-06-22 00:0",0.847499311932316,0.85010032005354,0.142928841259885,0.977268545378098,0.00898621345464387
"2010-06-23 00:0",0.930005164953858,0.768483592874759,0.223364922904354,0.951173005857922,0.0193876547292281
"2010-06-24 00:0",0.93738861995424,0.773108498649939,0.224053287250053,0.967525465881942,0.0193969047062014
"2010-06-25 00:0",0.927704735105106,0.756606065385069,0.22288587196597,0.993003859201015,0.0201539503260403
"2010-06-28 00:0",0.899037305068983,0.714556396840321,0.237952604257868,0.966424770489253,0.0145690826422479
"2010-06-29 00:0",0.983926351642826,0.688653513150937,0.26292099557133,0.996871125970822,0.0161350906455009
"2010-06-30 00:0",0.981261528149578,0.697293128736213,0.271073091768134,0.994847220707554,0.0158503304755815
"2010-07-01 00:0",0.986503497212943,0.652266284698678,0.32207188854203,0.970020972725584,0.0166191310930438
"2010-07-02 00:0",0.924310455904212,0.637250038383696,0.291603179037707,0.932581108108083,0.0179218831875902
"2010-07-06 00:0",0.944787962138578,0.501228586372399,0.344463937065898,0.957626606039467,0.0155568255677598
"2010-07-07 00:0",0.793819885232362,0.423408595633174,0.260916629392895,0.913051997774419,0.0160934935455035
"2010-07-08 00:0",0.894223354249996,0.555108970828953,0.296331152268091,0.748946981135895,0.0165031271315718
"2010-07-09 00:0",0.658939609055814,0.476596253689606,0.236477529980369,0.828422634108156,0.029359483637237
"2010-07-12 00:0",0.707022690702354,0.443876235712508,0.229516188147541,0.859826567388303,0.0325450762123725
"2010-07-13 00:0",0.62287036267728,0.420680590137737,0.285306463147246,0.799464680246841,0.0222713336815562
"2010-07-14 00:0",0.582286802401437,0.51971004160102,0.402988417202647,0.936010389652539,0.0428157431663177
"2010-07-15 00:0",0.540375877083463,0.556568788388708,0.378349556552257,0.913073489203606,0.0303200373421853
"2010-07-16 00:0",0.547117725507698,0.562245205577556,0.371434246541879,0.910411729735911,0.0309005520804716
"2010-07-19 00:0",0.554536159446466,0.627139429474365,0.414969111687503,0.916126783585628,0.0285341071397115
"2010-07-20 00:0",0.52891941870191,0.621066014136351,0.375825118170669,0.867335524142881,0.0290498987997873
"2010-07-21 00:0",0.503532765603979,0.566750103222607,0.362778627662568,0.792001253322171,0.0372628961390551
"2010-07-22 00:0",0.510173008684803,0.565057517090653,0.370813494701397,0.794469200183174,0.03617455617363
"2010-07-23 00:0",0.475858035811848,0.538875843888339,0.374439930375528,0.760788292860056,0.0445116378729755
"2010-07-26 00:0",0.488967289718699,0.536815960683102,0.373415091690323,0.761532596673907,0.0446430893278845
"2010-07-27 00:0",0.46763379498621,0.50551442732481,0.387113936596795,0.778057231704105,0.044163993149857
"2010-07-28 00:0",0.477284032495174,0.52361675340603,0.397003618394848,0.783132767009085,0.0423708404971097
"2010-07-29 00:0",0.438803030038066,0.538011995563581,0.410531137993718,0.786759341906834,0.0415903764781423
"2010-07-30 00:0",0.526715335133337,0.470929616366723,0.408044361025257,0.794297174369043,0.0419495063186267
"2010-08-02 00:0",0.563350179665323,0.362140746243807,0.479848679580616,0.833918548633777,0.0396750884694648
"2010-08-03 00:0",0.501416944261179,0.375312987133662,0.433478126244306,0.880001108487818,0.0363905518055523
"2010-08-04 00:0",0.457406874594096,0.313218318024315,0.406448194517675,0.623127290852507,0.0158920490232934
"2010-08-05 00:0",0.445188032302563,0.32368228541816,0.454364426872143,0.597608576164801,0.0151010934706567
"2010-08-06 00:0",0.489026978426898,0.327392196233181,0.44578216621021,0.559390065049688,0.0122711109906393
"2010-08-09 00:0",0.415391857548275,0.331637100365781,0.480720947280485,0.530748436794602,0.0170098341685475
"2010-08-10 00:0",0.434278489584459,0.34033004911886,0.458994483445735,0.528606319175809,0.0163361443510724
"2010-08-11 00:0",0.247238977130891,0.425982194671117,0.447547712243526,0.403817538190906,0.0158146236837075
"2010-08-12 00:0",0.245528065342921,0.399403645813169,0.449758341570145,0.400719421760528,0.0157499347511381
"2010-08-13 00:0",0.243045013889675,0.41059739269345,0.469972629766861,0.397652349363324,0.0160059892158611
"2010-08-16 00:0",0.253128829384912,0.411869159939604,0.531029209486965,0.389031192979476,0.0150761067821882
"2010-08-17 00:0",0.243319461345819,0.430505434019113,0.531096702617287,0.48021773851141,0.0126045584116431
"2010-08-18 00:0",0.228223144154428,0.490862837189027,0.46756566935771,0.472918172512096,0.0217040213242523
"2010-08-19 00:0",0.205606163367425,0.50290466995271,0.415482473659805,0.511000749230391,0.0198725350264054
"2010-08-20 00:0",0.205161428037757,0.585406072621358,0.400844309654348,0.566533128623777,0.0249297766818083
"2010-08-23 00:0",0.22793733580388,0.457830719802965,0.42309602876707,0.559065887957228,0.03820817103171
"2010-08-24 00:0",0.213759850822534,0.434386836214959,0.434257632270107,0.530131387154035,0.0363702098454665
"2010-08-25 00:0",0.211473184582114,0.428426403797972,0.446795980128661,0.517466800457365,0.0361422256201809
"2010-08-26 00:0",0.229815343010577,0.410405396386284,0.426889214546209,0.576158910150204,0.0536023560551143
"2010-08-27 00:0",0.210080883019163,0.314938132609707,0.441568242967061,0.639754171334564,0.0658817673815471
"2010-08-30 00:0",0.185973965357871,0.327151777514568,0.511249931049251,0.616855316048891,0.0845351813050911
"2010-08-31 00:0",0.18497177422854,0.594184810711424,0.502614569684727,0.586916556250475,0.0689328812122849
"2010-09-01 00:0",0.196634294913046,0.577896753110613,0.553240280518188,0.536277126769204,0.136158433486454
"2010-09-02 00:0",0.205890861808246,0.625119271590499,0.536859988139915,0.681233504263027,0.1348260106357
"2010-09-03 00:0",0.210703979226125,0.630601009319387,0.548325593612911,0.675568425960957,0.123042826946773
"2010-09-07 00:0",0.163280687200047,0.824986978723,0.544037889454365,0.665436100956904,0.127553585108578
"2010-09-08 00:0",0.162365859561994,0.818158932411583,0.549573811846535,0.664676046295223,0.126528349196346
"2010-09-09 00:0",0.140862265453559,0.786246091516497,0.5810632005696,0.671784147932881,0.130225031690565
"2010-09-10 00:0",0.117889314157119,0.611377915563177,0.545177556110307,0.762593583274948,0.128206404601417
"2010-09-13 00:0",0.106187727865616,0.675848170500056,0.586213215153726,0.796600148010246,0.106824208909387
"2010-09-14 00:0",0.137855457526178,0.618626399312079,0.640684872910376,0.86051847285144,0.0938461509763521
"2010-09-15 00:0",0.12608566768906,0.578646903048634,0.631339145630751,0.839987439939984,0.115890318254207
"2010-09-16 00:0",0.0950899130219672,0.446416807715258,0.554958252232097,0.843816082596003,0.161449580097446
"2010-09-17 00:0",0.0922897726503925,0.42459747756144,0.538649831492713,0.819022383043939,0.163910686013338
"2010-09-20 00:0",0.0985927519064443,0.481035115447976,0.701621458975425,0.990133509392989,0.094953949825958
"2010-09-21 00:0",0.0970755304813434,0.45452036334086,0.719903754056447,0.937199943480333,0.079095158642839
"2010-09-22 00:0",0.0955894206213115,0.463238886506774,0.732786753132781,0.946472170801546,0.0930785064593279
"2010-09-23 00:0",0.119554183455304,0.446331147729,0.668666280066589,0.953767198111612,0.0851866644395234
"2010-09-24 00:0",0.118918439713287,0.420574742329012,0.664625007105475,0.944300954725908,0.0817171080011674
"2010-09-27 00:0",0.117135036550022,0.412835837215085,0.647881100172953,0.953521589128259,0.0833863754694789
"2010-09-28 00:0",0.131874568271439,0.420524507982931,0.587120456863617,0.972127957085705,0.0836746612671778
"2010-09-29 00:0",0.14174208668298,0.499314431898686,0.580523847740716,0.964232748383648,0.0945171183429211
"2010-09-30 00:0",0.128126504290931,0.587154550824434,0.601467951655328,0.973091336097729,0.119445794811529
"2010-10-01 00:0",0.130762325950166,0.648608692097877,0.63272330519775,0.918874766933955,0.114772019382302
"2010-10-04 00:0",0.144766478091318,0.622324699504953,0.598254608678252,0.785445333877085,0.0999475205371214
"2010-10-05 00:0",0.148812717336101,0.762764596350745,0.587010637932059,0.7000067848411,0.107894605157891
"2010-10-06 00:0",0.143833520527341,0.774779846695028,0.624614732526565,0.698841561024969,0.116822752467765
"2010-10-07 00:0",0.158811086181018,0.809585614060272,0.621755787894582,0.704357640006228,0.121132103139795
"2010-10-08 00:0",0.17370306293076,0.775565957682636,0.583550541675526,0.724839386319741,0.0978842714166646
"2010-10-11 00:0",0.160766202288969,0.764946161653593,0.593079621527972,0.737904946199216,0.100083786198266
"2010-10-12 00:0",0.135569314608315,0.682193330362389,0.58082907701271,0.747810225526203,0.097676141665606
"2010-10-13 00:0",0.138578287903719,0.776242811805538,0.614487826367305,0.754054399053066,0.0982829574395589
"2010-10-14 00:0",0.132748441027273,0.760665809564731,0.537878832843,0.686049347035457,0.102441158514163
"2010-10-15 00:0",0.127266238722149,0.710244219608585,0.504732709135589,0.567949919337536,0.134694911686259
"2010-10-18 00:0",0.125418920074006,0.70829454282632,0.49715930179166,0.561307803548619,0.173258597626526
"2010-10-19 00:0",0.118914333702402,0.689376284377324,0.490381159796839,0.550998852008929,0.175528399013278
"2010-10-20 00:0",0.116585670031989,0.652675763732031,0.524703083913917,0.57488946426241,0.23270604180927
"2010-10-21 00:0",0.104070575977514,0.799471204679854,0.479679800328675,0.561380181667099,0.226641282389592
"2010-10-22 00:0",0.101207987681643,0.773023498650985,0.608231913719433,0.484148943873298,0.24597962400564
"2010-10-25 00:0",0.102121618476939,0.803043837235847,0.591443976159123,0.376406686364111,0.19987848846386
"2010-10-26 00:0",0.112383129736042,0.827090181345311,0.578844763000808,0.391733908452548,0.164190463132583
"2010-10-27 00:0",0.103173471731179,0.907907561900653,0.591781334860412,0.372350668523808,0.147290914093772
"2010-10-28 00:0",0.0972964331447205,0.905882150179134,0.593786859698759,0.368808427438858,0.146916317812984
"2010-10-29 00:0",0.100750167103867,0.934997026459172,0.583836803055178,0.385282869960473,0.136693875423718
"2010-11-01 00:0",0.106943814074271,0.81696134816086,0.7864317768085,0.336028603138149,0.0961708442427854
"2010-11-02 00:0",0.107798904253052,0.917174531557826,0.742303074094447,0.313967400100409,0.0940481237024896
"2010-11-03 00:0",0.112255075560196,0.921601356775862,0.726638177846922,0.313821806878451,0.0862789217427136
"2010-11-04 00:0",0.114099033296646,0.929637225205183,0.732546532751973,0.332276719184954,0.086303020962756
"2010-11-05 00:0",0.111766529275405,0.923248419033368,0.724463343949405,0.335212706365495,0.0858589585180602
"2010-11-08 00:0",0.117120919725083,0.985304060952753,0.71493021706278,0.30496148169517,0.0907119631105098
"2010-11-09 00:0",0.114212929984193,0.963368811866742,0.758349861551918,0.28989911651851,0.0759880240804253
"2010-11-10 00:0",0.112400980587097,0.995655108132098,0.785086228243026,0.297486780385451,0.082435680132539
"2010-11-11 00:0",0.153134372942022,0.974023931367968,0.691508099724361,0.289936493973214,0.0997933707936739
"2010-11-12 00:0",0.148993465937647,0.985315923227608,0.706050073138049,0.315132839818378,0.110344144812466
"2010-11-15 00:0",0.104220415328492,0.980829157985888,0.795532743903668,0.280516670571419,0.196830949910555
"2010-11-16 00:0",0.0991978429912386,0.92072884631212,0.797632660952328,0.267043721159361,0.198966113110237
"2010-11-17 00:0",0.0947633927389252,0.897864839048836,0.852300620252349,0.273690267040077,0.238747591041999
"2010-11-18 00:0",0.124405319201814,0.855310302597497,0.888984398273181,0.322779313941532,0.239100147568046
"2010-11-19 00:0",0.12566008140156,0.852893211107614,0.888300154384706,0.32223722908795,0.233643254366621
"2010-11-22 00:0",0.131414907636401,0.881412879953977,0.92508099410416,0.321858510623733,0.226179401464472
"2010-11-23 00:0",0.105791042723176,0.822393386824662,0.872766112284432,0.276973529540029,0.218191661105751
"2010-11-24 00:0",0.0950313764017853,0.932188632675507,0.926885518946002,0.306650439545569,0.188632060350021
"2010-11-26 00:0",0.11848111036782,0.96221500252491,0.962741654036756,0.332699667166908,0.170024450333764
"2010-11-29 00:0",0.160616148580183,0.942967520253084,0.946196681927434,0.272489591518396,0.183058803985408
"2010-11-30 00:0",0.151801029960331,0.994105298357318,0.978368742893365,0.272233751990591,0.222353640506037
"2010-12-01 00:0",0.148055925018389,0.991910550511027,0.962171440798008,0.268498421920516,0.233872004103187
"2010-12-02 00:0",0.132018088582647,0.913846321633417,0.991600444512009,0.150227275885048,0.220817701814888
"2010-12-03 00:0",0.130211538513385,0.965196831343348,0.998580395231985,0.151685213603353,0.199987095262201
"2010-12-06 00:0",0.148285026966833,0.985273770701518,0.900613006163816,0.140703560228299,0.18232787706746
"2010-12-07 00:0",0.138946979693582,0.985969772731087,0.915597297973245,0.148459989373674,0.176671087874322
"2010-12-08 00:0",0.138274341548539,0.994259556342842,0.951771172406638,0.137407501552872,0.198107518866258
"2010-12-09 00:0",0.141598831472931,0.995001780122008,0.964868921158651,0.144604308113258,0.197808857319732
"2010-12-10 00:0",0.149223642247324,0.994188553804286,0.966576194421604,0.145509744103996,0.197022270350253
"2010-12-13 00:0",0.154288670118075,0.982429785219274,0.978582093577821,0.146955827105339,0.196137619256965
"2010-12-14 00:0",0.144957403913308,0.975288829498783,0.672991851075776,0.0355785428114154,0.237101617140433
"2010-12-15 00:0",0.16244324985328,0.974550197445426,0.684746355752121,0.0272464700205197,0.300844248737054
"2010-12-16 00:0",0.155970995859966,0.987404102351759,0.660580112781743,0.0300404524162142,0.385507917903874
"2010-12-17 00:0",0.153327569093736,0.993254123347849,0.716736857123129,0.0319005570133183,0.38194021152424
"2010-12-20 00:0",0.156794425168646,0.957203148671478,0.729307329387183,0.0273649578124319,0.371021029078
"2010-12-21 00:0",0.156289964796431,0.949045616521489,0.757255981065801,0.0286086824592759,0.364227457933633
"2010-12-22 00:0",0.155215540742,0.961979927825705,0.746416794894015,0.0311767880364397,0.355892882871226
"2010-12-23 00:0",0.189246136761947,0.976968605052577,0.746579223947221,0.0335340972721794,0.32249362387724
"2010-12-27 00:0",0.202693718419177,0.986924196756056,0.742810719752257,0.031937911760056,0.3380131568879
"2010-12-28 00:0",0.259170632507612,0.976453296648866,0.598683862290511,0.0446253630263284,0.311323850536286
"2010-12-29 00:0",0.264500547577159,0.964221942359262,0.608710346860027,0.0520537977195737,0.313957245653832
"2010-12-30 00:0",0.264444229273574,0.954675430860452,0.615320986016977,0.0516463246471188,0.331462531232182
"2010-12-31 00:0",0.254975406984609,0.901960583994982,0.688481313459066,0.0564837864867672,0.297871884120535
"2011-01-03 00:0",0.226148310423674,0.869059432793833,0.724240698243595,0.0637117349137418,0.257159202710701
"2011-01-04 00:0",0.261510533457848,0.969721087493011,0.717881897026732,0.0767936941712737,0.209337648707382
"2011-01-05 00:0",0.257334422670041,0.957502453384027,0.736754175840373,0.0555380465640167,0.222754686757957
"2011-01-06 00:0",0.250867403462241,0.952129699823095,0.739301173805242,0.0503946791232326,0.238235395815359
"2011-01-07 00:0",0.220176039452332,0.963094169760151,0.743225532956134,0.0625885247038506,0.255465338318552
"2011-01-10 00:0",0.244533648475195,0.843586673672324,0.63045894350898,0.0624881032548311,0.316872952083175
