obs,pos_t_ratios,neg_t_ratios,med_vol_t_ratios
"2007-05-29 00:0",1.36756973661731,0.834358023228002,2.73079914473249
"2007-05-30 00:0",1.30181410535115,0.901599022775098,2.76531923939178
"2007-05-31 00:0",1.42031063474858,0.806723334804203,2.71369694051466
"2007-06-01 00:0",1.38537021173379,0.883729027295341,2.76311077683261
"2007-06-04 00:0",1.29035002850935,0.885373984674022,2.77781840565665
"2007-06-05 00:0",1.41203062247039,0.858781610786183,2.61624189784857
"2007-06-06 00:0",1.50446325538738,0.834840311933537,2.55926746196231
"2007-06-07 00:0",1.51527612499885,0.828177773920938,2.32861939897297
"2007-06-08 00:0",1.4798836174503,0.825252764855761,1.95539219767174
"2007-06-11 00:0",1.55843665908933,0.754692151271074,2.03023014602345
"2007-06-12 00:0",1.5894250114996,0.986339091040742,1.93340613728767
"2007-06-13 00:0",1.48921583533191,1.10172554682653,1.9615223484034
"2007-06-14 00:0",1.41242752115236,1.08800756313014,1.9554891028103
"2007-06-15 00:0",1.45074672258588,1.05025491072924,1.91575714605663
"2007-06-18 00:0",1.40838540140021,0.965763387745027,1.96725646877635
"2007-06-19 00:0",1.43891542229779,0.898565808909384,1.96679837203047
"2007-06-20 00:0",1.5019839003666,0.914105886422163,2.05426371214168
"2007-06-21 00:0",1.54695780477139,0.952801606202344,2.02948391937357
"2007-06-22 00:0",1.65740921281152,0.88669748599226,2.03036082592954
"2007-06-25 00:0",1.64871410255657,0.948804688327474,2.04183126040146
"2007-06-26 00:0",1.51462966802363,0.93423758632575,1.99218365410891
"2007-06-27 00:0",2.15073062098419,0.840243565318165,1.98838259201997
"2007-06-28 00:0",2.16771914626918,0.922640238272784,1.9844895517306
"2007-06-29 00:0",2.17048608266354,1.03133837301307,1.98690676669286
"2007-07-02 00:0",2.27161873835722,1.23550514937248,1.87261165717791
"2007-07-03 00:0",1.87879696392743,1.36074450513325,1.33733774333949
"2007-07-05 00:0",1.715776473249,1.28718732737679,1.37129306780369
"2007-07-06 00:0",1.67464687504161,1.16887363252061,1.37590675119405
"2007-07-09 00:0",1.73825418286432,1.19289221870656,1.43522070189338
"2007-07-10 00:0",1.61563315858977,1.53078747946375,1.36019760292141
"2007-07-11 00:0",1.76163305830866,1.66895844451293,1.33248191318305
"2007-07-12 00:0",1.67194905780394,1.48722831064377,1.40725566729662
"2007-07-13 00:0",1.72801653503053,1.51517320068209,1.40387805254451
"2007-07-16 00:0",1.73333189827716,1.83219523618605,1.12653234055119
"2007-07-17 00:0",1.86865317153383,1.85639795644899,1.15378197682781
"2007-07-18 00:0",1.88114577854066,1.87280601961999,1.15182094579444
"2007-07-19 00:0",2.11879931374668,1.79346948073012,1.07231937814253
"2007-07-20 00:0",2.1271026708564,1.72556926392508,1.11688086929191
"2007-07-23 00:0",2.16280459199421,1.84281843465834,1.17949648988402
"2007-07-24 00:0",2.16579575916217,1.79374924902544,1.19744614731789
"2007-07-25 00:0",2.1966968683298,1.72929454044093,1.2074596497735
"2007-07-26 00:0",2.28514297048083,1.72562195330211,1.17560982348535
"2007-07-27 00:0",2.32200775721429,1.87007809609814,1.33188306754644
"2007-07-30 00:0",2.31433431168378,1.88373657360036,1.32896979968437
"2007-07-31 00:0",1.3341883669378,0.657652119042824,1.20862340418581
"2007-08-01 00:0",1.36091819639006,0.665147918578282,1.32900495725573
"2007-08-02 00:0",1.4505936462418,0.83774529598066,1.46426343173182
"2007-08-03 00:0",1.43256317447557,0.828333148736531,1.48509955994705
"2007-08-06 00:0",1.54902382350907,0.867267694367005,1.49321276099683
"2007-08-07 00:0",1.52323063077943,0.848435636915892,1.49380914268939
"2007-08-08 00:0",1.53670776042053,0.857439016370739,1.64342869610469
"2007-08-09 00:0",1.38214336994073,0.690661796762671,1.59821892595444
"2007-08-10 00:0",1.43796179896496,0.643350434048543,1.5893747286089
"2007-08-13 00:0",1.4295225492076,0.639684946199029,1.51992739175955
"2007-08-14 00:0",1.43725329249832,0.653423469784798,1.53829132985841
"2007-08-15 00:0",1.46490011591651,0.714367720688002,1.60792023513813
"2007-08-16 00:0",1.67515345985656,0.741625583305255,1.70266168056899
"2007-08-17 00:0",1.69587288185868,0.686694590867984,1.72103134883608
"2007-08-20 00:0",1.68884171649553,0.687529983965149,1.74393475809943
"2007-08-21 00:0",1.68457207229182,0.674100304991451,1.7426525687155
"2007-08-22 00:0",1.83105626413729,0.548960243456554,1.85942266056902
"2007-08-23 00:0",1.83135387661578,0.527674026171486,1.84559551834411
"2007-08-24 00:0",1.63497744908881,0.573891948492588,1.75785037300969
"2007-08-27 00:0",1.5922250111751,0.618887278857591,1.78231741720376
"2007-08-28 00:0",1.51142076858724,0.549983550310966,1.72143019560864
"2007-08-29 00:0",1.46973355793586,0.61418837175259,1.74076333720768
"2007-08-30 00:0",1.49826851681287,0.617736799174277,1.68816138971871
"2007-08-31 00:0",1.54690373679854,0.570726027186666,1.69175078483012
"2007-09-04 00:0",1.5558770424663,0.532479790354498,1.68957872745165
"2007-09-05 00:0",1.45766286695784,0.566993875203249,1.76606004028453
"2007-09-06 00:0",1.51538472906854,0.592081374239852,1.81738104004308
"2007-09-07 00:0",1.50261253794177,0.577803130034546,1.81089489915462
"2007-09-10 00:0",1.49766936754937,0.519250786293578,1.81553179667982
"2007-09-11 00:0",1.47231678687294,0.334117623679642,1.88052506550905
"2007-09-12 00:0",1.48152343269571,0.359137094607268,1.89107821301428
"2007-09-13 00:0",1.57175655422341,0.429251103164185,1.89848740369631
"2007-09-14 00:0",1.65110513887338,0.285457275292036,1.93580475208316
"2007-09-17 00:0",1.61933535347451,0.198716587992614,2.06176210832319
"2007-09-18 00:0",1.72767270379176,0.229974620493006,2.21069014730958
"2007-09-19 00:0",1.81678314690126,0.236775920498279,2.20965140586006
"2007-09-20 00:0",2.13814760836358,0.216664942728728,2.11600830564416
"2007-09-21 00:0",2.26544467557574,0.232680390730329,2.2597003565521
"2007-09-24 00:0",2.26651791225683,0.244656463071159,2.1772709209128
"2007-09-25 00:0",2.30115945111724,0.280608101255125,2.12173814755489
"2007-09-26 00:0",2.20145936469294,0.303688998220284,2.10883090437297
"2007-09-27 00:0",2.12861934707805,0.481559687975425,2.16649771023996
"2007-09-28 00:0",2.19029534457334,0.632205329617838,2.03304813522162
"2007-10-01 00:0",2.490264631283,0.558746297063074,2.03662999581653
"2007-10-02 00:0",2.52460698234213,0.597842669782264,2.06645836359777
"2007-10-03 00:0",2.46507608333597,0.563555038522156,2.02154295137673
"2007-10-04 00:0",2.49912011715677,0.495471244572679,2.02916636716728
"2007-10-05 00:0",1.74886260863846,0.307283729970778,1.990635095894
"2007-10-08 00:0",1.69570385060641,0.380169349028882,1.91128572772554
"2007-10-09 00:0",1.68781694257437,0.442072638685234,1.92460357716653
"2007-10-10 00:0",1.6739756378956,0.484124860452514,1.84465802070933
"2007-10-11 00:0",1.65083009692777,0.484627399263488,1.86027824730467
"2007-10-12 00:0",1.6203037772379,0.44575193073066,1.8275475920192
"2007-10-15 00:0",1.69828898020343,0.469452551047124,1.9083210767325
"2007-10-16 00:0",1.80770481479524,0.430303751003524,1.73831587553955
"2007-10-17 00:0",1.79043615168132,0.446229591283407,1.84850636736358
"2007-10-18 00:0",1.88857022767989,0.455739010197156,1.96716374141398
"2007-10-19 00:0",2.01560918064715,0.732517334765503,2.13531828288776
"2007-10-22 00:0",2.02313652744315,0.849014884379547,2.10817924316466
"2007-10-23 00:0",2.01782216467042,0.839267694311212,2.11922001435519
"2007-10-24 00:0",2.07477976275312,0.772364259236025,2.10660303549742
"2007-10-25 00:0",2.12630299460125,0.790795660942045,2.0275933534105
"2007-10-26 00:0",2.14388361494147,0.814020798035141,2.06804623157279
"2007-10-29 00:0",2.1130929498543,0.760845564938027,1.99778373166281
"2007-10-30 00:0",2.17032494042114,0.788346769575983,1.90956790081875
"2007-10-31 00:0",1.98010490760719,0.671441471347666,1.98208112523005
"2007-11-01 00:0",2.2029082717886,0.53821726644735,2.34278489120386
"2007-11-02 00:0",2.26056027459214,0.522940193326339,2.53574483770881
"2007-11-05 00:0",2.31447379988207,0.6267524214369,2.54851712846713
"2007-11-06 00:0",2.33702535201634,0.634654918916676,2.53669947268432
"2007-11-07 00:0",2.21240322625971,0.589156182055708,2.69080517305488
"2007-11-08 00:0",2.25827818948892,0.605589622254052,2.68616520898362
"2007-11-09 00:0",2.26958772128067,0.623906300885702,2.68721365982468
"2007-11-12 00:0",2.2781587223839,0.631640243246811,2.72715101188568
"2007-11-13 00:0",2.37227794120932,0.609696522425923,2.85026948521876
"2007-11-14 00:0",2.41784609637558,0.650514709368853,2.82406082672731
"2007-11-15 00:0",2.37278651425729,0.691881785396928,2.83607882944648
"2007-11-16 00:0",2.35548074029384,0.737032528413101,2.86962468115206
"2007-11-19 00:0",2.35643661758788,0.707628007484155,2.85710777141877
"2007-11-20 00:0",2.42994655969744,0.69249316068502,2.79574955439018
"2007-11-21 00:0",2.40758472827136,0.696769694295593,2.75635705761747
"2007-11-23 00:0",2.43834678618899,0.68419677099981,2.7546676575857
"2007-11-26 00:0",2.47521260108854,0.575954556290147,2.79367611032408
"2007-11-27 00:0",2.43206665426988,0.598197446528481,2.60494237808269
"2007-11-28 00:0",2.45773193729871,0.656340516192413,2.56728809443105
"2007-11-29 00:0",2.41791330233494,0.609006907186253,2.57424056639322
"2007-11-30 00:0",2.38776892464378,0.613926906648736,2.59757663930791
"2007-12-03 00:0",2.37710544388081,0.602509540434574,2.67763634528242
"2007-12-04 00:0",2.32590552098603,0.623431346420887,2.71806619907229
"2007-12-05 00:0",2.32425216276394,0.618716448554112,2.7251036329859
"2007-12-06 00:0",2.3283355473838,0.498872549093703,2.78353043097161
"2007-12-07 00:0",2.24709351854106,0.486630966401117,2.81478419948506
"2007-12-10 00:0",2.070026967997,0.498113199149333,2.79299713355527
"2007-12-11 00:0",2.06653568784028,0.538715169318136,2.78316738841518
"2007-12-12 00:0",2.07688070531001,0.562511167479071,2.66098524328821
"2007-12-13 00:0",2.0764441090915,0.56807316216948,2.68166925534889
"2007-12-14 00:0",2.04608863464426,0.607108254862723,2.73180832785356
"2007-12-17 00:0",2.06195714922364,0.647605079944515,2.76124539189272
"2007-12-18 00:0",2.07581096213285,0.667829280371074,2.75260607166895
"2007-12-19 00:0",2.0743552632496,0.782109857599145,2.7063452337179
"2007-12-20 00:0",2.05964731797536,0.719794425687393,2.70426052243445
"2007-12-21 00:0",1.94256651179081,0.673535161140675,2.69976105111644
"2007-12-24 00:0",1.90107706093763,0.636041851894596,2.72657082188484
"2007-12-26 00:0",1.90308421167112,0.586995798762322,2.68259261715179
"2007-12-27 00:0",1.84628859197172,0.837285613535647,2.75871141803041
"2007-12-28 00:0",1.86073412769549,0.844370358711012,2.75573198814698
"2007-12-31 00:0",1.94585629779183,0.728114530695524,2.73018485623312
"2008-01-02 00:0",2.17059324903589,0.604396529271234,2.65244583308692
"2008-01-03 00:0",2.22882828044038,0.651625076421326,2.82134160863622
"2008-01-04 00:0",2.33139950138422,0.778660946804479,2.90447710309291
"2008-01-07 00:0",2.40596281954202,0.823164799774746,2.91390560573782
"2008-01-08 00:0",2.39667324483126,0.62001717733015,2.89222364135425
"2008-01-09 00:0",2.42315344076228,0.611849072740473,2.89175698921986
"2008-01-10 00:0",2.27135573048783,0.876328515683311,2.99403931146042
"2008-01-11 00:0",2.20335140843671,0.773597323738872,3.02877471798325
"2008-01-14 00:0",2.23917677506037,0.71260655930582,2.98155715836108
"2008-01-15 00:0",2.27956212197262,0.998930961340521,2.92387820290743
"2008-01-16 00:0",2.33528499987842,0.957116214810285,3.0114972032709
"2008-01-17 00:0",2.20764565658463,1.10017899800966,2.95642150905097
"2008-01-18 00:0",2.19533397706593,1.10924878020118,2.94577623754818
"2008-01-22 00:0",2.21825426718232,1.20615766010222,2.94570743933513
"2008-01-23 00:0",2.40289591276186,1.11473520626841,2.94790735705258
"2008-01-24 00:0",2.43578030986601,1.19615636977656,2.91664517801021
"2008-01-25 00:0",2.35628858128274,1.54877517126284,2.86380185800137
"2008-01-28 00:0",2.34883902432153,1.53961782346983,2.873927914455
"2008-01-29 00:0",2.45428733026927,1.45873574640807,2.85493686749272
"2008-01-30 00:0",2.43262841976315,1.53450964800245,2.84488347803602
"2008-01-31 00:0",2.40728563121991,1.47304459514923,2.55558831476052
"2008-02-01 00:0",2.3925624792851,1.56367434193582,2.51665223484939
"2008-02-04 00:0",2.39810190027475,1.48937809487495,2.22556134395004
"2008-02-05 00:0",2.40515448879199,1.56901663990111,2.64315688566151
"2008-02-06 00:0",2.34238394444881,1.57728444881131,2.6402883354769
"2008-02-07 00:0",2.38679693494445,1.54592302220061,2.68098465055518
"2008-02-08 00:0",2.40298267169664,1.56709071685681,2.78302513181613
"2008-02-11 00:0",2.37123646176871,1.5305299718111,2.7586081115983
"2008-02-12 00:0",2.42567399756506,1.50713262300168,2.82080237392642
"2008-02-13 00:0",2.40216322380324,1.48135134110602,2.83713693067152
"2008-02-14 00:0",2.35504692054484,1.67937590282517,2.80768912810667
"2008-02-15 00:0",2.28700885304887,1.92293367938898,2.80636596596088
"2008-02-19 00:0",2.28831876436936,1.91373274554725,2.76935105396566
"2008-02-20 00:0",2.42877869461877,1.83131392719873,2.68454211627417
"2008-02-21 00:0",2.47261470504609,1.76911618160817,2.68160838425131
"2008-02-22 00:0",2.6419540499028,1.76221929320118,2.69975409087125
"2008-02-25 00:0",2.65271194136405,1.64204984595693,2.66004717092922
"2008-02-26 00:0",2.5499476633576,1.62385360333052,2.66233276058619
"2008-02-27 00:0",2.62984184165641,1.54435462297535,2.6073079520016
"2008-02-28 00:0",2.58636067434943,1.55797380943495,2.51011356895969
"2008-02-29 00:0",2.7686139083431,1.77636884557377,2.72210939491812
"2008-03-03 00:0",2.7248993518981,1.68755915880157,2.75654067599436
"2008-03-04 00:0",2.78521249123219,1.60107988476628,2.72905818251137
"2008-03-05 00:0",2.71031689556457,1.56171152505099,2.79320807349835
"2008-03-06 00:0",2.43395900618006,1.8297773102655,2.88866320694426
"2008-03-07 00:0",2.4860829903451,1.74905765447726,2.82737495898782
"2008-03-10 00:0",2.46808305898589,1.72912386001221,2.84589557606496
"2008-03-11 00:0",2.47798658159933,1.7559829600717,2.80539269754992
"2008-03-12 00:0",2.39521022539962,1.70731213259596,2.83646805281321
"2008-03-13 00:0",2.58136657088733,1.88488857814428,2.82848888871928
"2008-03-14 00:0",2.5648578038235,1.97473206004057,2.75824075779408
"2008-03-17 00:0",2.59803519766656,2.00894963137945,2.75463375363708
"2008-03-18 00:0",2.54059829521498,1.99006979340808,2.76456647833153
"2008-03-19 00:0",2.17845947722571,1.89784960936486,2.76359631118396
"2008-03-20 00:0",2.39568493257129,1.54176848565906,2.86148301433676
"2008-03-24 00:0",2.54618306070237,1.48865966669225,2.85854205968856
"2008-03-25 00:0",2.55771764684926,1.47953017859927,2.85592797440811
"2008-03-26 00:0",2.6509343025242,1.48316831265332,2.87520233268862
"2008-03-27 00:0",2.65453685982238,1.50276486094786,2.83553250118736
"2008-03-28 00:0",2.52981886008993,1.63179769056703,2.85140595732009
"2008-03-31 00:0",2.59567230755232,1.70895825281059,2.82502332398902
"2008-04-01 00:0",2.44852961474967,1.85907179991263,2.86860411243588
"2008-04-02 00:0",2.51801804279392,1.83331870551267,2.84377325365713
"2008-04-03 00:0",2.53063050008246,1.90255980602421,2.82068048470263
"2008-04-04 00:0",2.34105931993393,1.92617481244863,2.84723889524673
"2008-04-07 00:0",2.16117030984374,2.09019917647264,2.84797406386767
"2008-04-08 00:0",2.11696046777068,2.03515023600479,2.82895085349628
"2008-04-09 00:0",2.12719977120806,2.18316453397293,2.75902480737713
"2008-04-10 00:0",2.14481085927209,2.17475542738684,2.70234076676586
"2008-04-11 00:0",2.13569999534565,2.21021612803352,2.70925899138596
"2008-04-14 00:0",2.12597158262183,2.1472218331427,2.70109345174917
"2008-04-15 00:0",2.14164091637132,2.1340293860696,2.7458414350875
"2008-04-16 00:0",2.12186408042436,2.11028062732949,2.73103674967417
"2008-04-17 00:0",2.11499864363169,2.01150853428653,2.7172985803234
"2008-04-18 00:0",2.00739872806314,2.03688545632811,2.70347818823933
"2008-04-21 00:0",1.97561691873869,2.14069479925678,2.67578309292582
"2008-04-22 00:0",1.67111075017803,2.98382766752801,2.72154463540842
"2008-04-23 00:0",1.54828884337319,2.98717751297691,2.66005867151878
"2008-04-24 00:0",1.61232303531928,2.95729055530449,2.71728815087248
"2008-04-25 00:0",1.64014083389744,3.04772711813037,2.6248954353881
"2008-04-28 00:0",1.63617855756256,3.20065544077246,2.69927666157881
"2008-04-29 00:0",1.47722086450424,3.53527814543274,2.81239434590905
"2008-04-30 00:0",1.46903941082683,3.49471263471344,2.8366382426902
"2008-05-01 00:0",1.53872152013449,3.47197841716464,2.8503712655624
"2008-05-02 00:0",1.5607225627941,3.61075113183866,2.86756223032086
"2008-05-05 00:0",1.54944628902063,3.62460832953067,2.86578345418124
"2008-05-06 00:0",1.55678818510563,3.65087969819665,2.89170712858765
"2008-05-07 00:0",1.555413959079,3.70445536995429,2.89993090526172
"2008-05-08 00:0",1.55379943236239,3.6607145841804,2.90680254757242
"2008-05-09 00:0",1.57075283202019,3.68896320899886,2.89916434384151
"2008-05-12 00:0",1.57548542587401,3.67605570109728,2.87208822565216
"2008-05-13 00:0",1.54747683031011,3.70890610507716,2.85103439994392
"2008-05-14 00:0",1.53936261474997,3.51495417207802,2.86169159258988
"2008-05-15 00:0",1.56954153567217,3.4731571050889,2.88229091928362
"2008-05-16 00:0",1.58470974623545,3.4848524911845,2.89071343873953
"2008-05-19 00:0",1.47905799021826,3.45774047434411,2.89689112287395
"2008-05-20 00:0",1.4413859124788,3.38384997325632,2.92412215834543
"2008-05-21 00:0",1.59142941214654,3.41124783916115,2.92357506551975
"2008-05-22 00:0",1.54520844842754,3.43935177936954,2.99842782401341
"2008-05-23 00:0",1.4859620558482,3.48395326528439,2.96390016793481
"2008-05-27 00:0",1.51441324746482,3.42371476131971,2.9082352858456
"2008-05-28 00:0",1.48281811281538,3.43756598692031,2.91546185798993
"2008-05-29 00:0",1.50281698152715,3.48309125030899,2.81575142835184
"2008-05-30 00:0",1.53235419634678,3.45461490895659,3.53432530915484
"2008-06-02 00:0",1.3877016617922,3.19064765087595,3.48442717359723
"2008-06-03 00:0",1.55221647470989,3.36410093236292,3.59888138199336
"2008-06-04 00:0",1.61609613136504,3.07962172196139,0.984963327800905
"2008-06-05 00:0",1.68806823942764,3.04842509697753,1.39403948185356
"2008-06-06 00:0",1.60283930230152,3.21241767820087,1.20592118660939
"2008-06-09 00:0",1.63970865099704,3.21407083902833,1.08956951748403
"2008-06-10 00:0",1.57824910361647,3.28570303434563,1.14362378163763
"2008-06-11 00:0",1.57201044814456,3.34890164771055,1.2125867621165
"2008-06-12 00:0",1.58112948973485,3.32255533109584,1.2027828156397
"2008-06-13 00:0",1.60068999128085,3.55902171729171,1.14629333925435
"2008-06-16 00:0",1.47353671869525,3.58831399857764,1.10080595453087
"2008-06-17 00:0",1.42244771779591,3.59719513597634,0.998793223891864
"2008-06-18 00:0",1.42348622023921,3.52388654745573,0.953668311694833
"2008-06-19 00:0",1.46956960428282,3.45536027026797,1.29341580795997
"2008-06-20 00:0",1.55670630775995,3.3522070996667,1.18403609060901
"2008-06-23 00:0",1.5255723461657,3.32461663053906,1.23962031799547
"2008-06-24 00:0",1.49090030983778,3.44492847288832,1.31280806657126
"2008-06-25 00:0",1.48717475450677,3.44584682136753,1.30898225410872
"2008-06-26 00:0",1.5427446179947,3.30619854522447,1.73663363999405
"2008-06-27 00:0",1.50418840233676,3.36226713604653,1.70600909097477
"2008-06-30 00:0",1.41351943016902,3.47471203544831,1.70655892725746
"2008-07-01 00:0",1.29964882565966,3.37815914150909,1.71557196358451
"2008-07-02 00:0",1.24130246599,2.81683792509415,2.08253663392443
"2008-07-03 00:0",1.15566678202953,2.75902798992747,2.1173525179057
"2008-07-07 00:0",1.20041646184206,2.8801583453919,2.09666536295539
"2008-07-08 00:0",1.40470587246731,2.6878371548779,1.45644460279949
"2008-07-09 00:0",1.4074265799787,2.83001991951256,1.68323372632466
"2008-07-10 00:0",1.41881813552742,2.79001010043939,1.72012922949373
"2008-07-11 00:0",1.31544888976262,2.81169578128234,1.68384347347787
"2008-07-14 00:0",1.43028669009384,2.80027709166341,1.8143705307518
"2008-07-15 00:0",1.43002808482834,2.78242353696765,1.80375341135043
"2008-07-16 00:0",1.51989973897919,2.69284033310919,1.86923954318802
"2008-07-17 00:0",1.5002285486839,2.59676134932159,1.85317441105761
"2008-07-18 00:0",1.64439415936564,2.45193638258068,1.69654565151612
"2008-07-21 00:0",1.5980681846158,2.4548519213393,1.60288956873444
"2008-07-22 00:0",1.69127735422826,2.17193738410856,1.88031601792124
"2008-07-23 00:0",1.65167507948038,2.17631965105343,1.89873965581279
"2008-07-24 00:0",1.37573074851479,2.12025623611008,2.16079129605258
"2008-07-25 00:0",1.4051804142769,2.37109662272275,2.11392326089326
"2008-07-28 00:0",1.55427567461539,2.34348003775226,1.97400970573109
"2008-07-29 00:0",1.55882018519814,2.33517067740297,2.03935345138268
"2008-07-30 00:0",1.79320151458355,2.41983197180885,1.58178382546993
"2008-07-31 00:0",1.77305978370368,2.42636712497289,1.48557771164298
"2008-08-01 00:0",1.48718339340362,2.54780352341212,2.17736412277111
"2008-08-04 00:0",1.48725646177378,2.52919228937157,2.25669987530517
"2008-08-05 00:0",1.34088939362016,2.09630555718285,2.27784626272277
"2008-08-06 00:0",1.29264263540546,2.01605323437906,2.30381538954144
"2008-08-07 00:0",1.32369608132821,2.03288875302576,2.28383416193533
"2008-08-08 00:0",1.34671252913914,1.94659338035588,2.41047621786521
"2008-08-11 00:0",1.2852252576577,2.01476275602954,2.3829663276204
"2008-08-12 00:0",1.26853898563478,1.96392064590308,2.38898364284886
"2008-08-13 00:0",1.23882411838184,1.92241732683622,2.4838005730981
"2008-08-14 00:0",1.25513469589223,1.86084027978396,2.52914430364593
"2008-08-15 00:0",1.26697950148832,1.86019729981345,2.44823832716814
"2008-08-18 00:0",1.23619926763918,1.87428024234217,2.44575083838039
"2008-08-19 00:0",1.20270343060229,1.8989285211217,2.59715512873613
"2008-08-20 00:0",1.21761859221971,2.05718555473186,2.7584181223686
"2008-08-21 00:0",1.25023963690024,2.00429792054151,2.78229247990694
"2008-08-22 00:0",1.25860995585914,2.00201676427497,2.73741014042274
"2008-08-25 00:0",1.22850059762272,1.97661526545556,2.83297287914836
"2008-08-26 00:0",1.33476742567949,1.89947900227073,3.05004051718234
"2008-08-27 00:0",1.21749032142444,1.82488362314453,2.96903894199109
"2008-08-28 00:0",1.23457090453229,1.92131534167593,2.94585414901121
"2008-08-29 00:0",1.27399826388834,1.92659254740878,2.91021993075135
"2008-09-02 00:0",1.34315322412662,2.03954709852999,2.66408553803517
"2008-09-03 00:0",1.3567253048538,2.0651760341907,2.6214431053937
"2008-09-04 00:0",1.40018187898675,2.06603344713119,2.58861764100282
"2008-09-05 00:0",1.45880618793773,2.07684880113024,2.58866899267329
"2008-09-08 00:0",1.51415903304719,2.06976218524129,2.66528185802483
"2008-09-09 00:0",1.51880759331839,2.10050150977121,2.72584785868786
"2008-09-10 00:0",1.48935529609777,2.12303989027133,2.82696632534451
"2008-09-11 00:0",1.43679578719366,2.12167328831396,2.82350906321854
"2008-09-12 00:0",1.42631825001902,2.04716607203291,2.8296333387648
"2008-09-15 00:0",1.44818254723242,2.03688518370887,2.84435782547829
"2008-09-16 00:0",1.48259428735318,2.08086578471581,2.8657851689973
"2008-09-17 00:0",1.4168717287231,2.11559594219885,2.84365328192423
"2008-09-18 00:0",1.50707064233507,1.99198094472342,2.72560648492766
"2008-09-19 00:0",1.42221482608467,2.09231152251753,2.63979120383327
"2008-09-22 00:0",1.35170183802027,1.98842027332839,2.5761416417301
"2008-09-23 00:0",1.38540876978438,1.84931166524912,2.63470976873917
"2008-09-24 00:0",1.3710547678598,1.88078422142715,2.70722104147787
"2008-09-25 00:0",1.62347800158021,1.89463973885299,2.64536170850878
"2008-09-26 00:0",1.63290832808631,1.99532561805945,2.61870426464581
"2008-09-29 00:0",1.41360708724649,2.2617578541083,2.58510044488108
"2008-09-30 00:0",1.42004023233391,2.31608019316159,2.58565798210272
"2008-10-01 00:0",1.43857853489661,2.38402491063875,2.49914364663568
"2008-10-02 00:0",1.64313082269694,2.47127773893786,2.25548887309159
"2008-10-03 00:0",1.63832357382385,2.5350541414939,2.12576070255466
"2008-10-06 00:0",1.69274852194003,2.5465409465015,2.04073703418902
"2008-10-07 00:0",1.63464108421038,2.53514791264675,2.08685024846195
"2008-10-08 00:0",1.60610560908612,2.47471574291695,2.12273806299711
"2008-10-09 00:0",1.48810164459812,2.48820897683735,2.13706997524165
"2008-10-10 00:0",1.41251231917214,2.48639295641441,2.1328310721836
"2008-10-13 00:0",1.50353947327406,2.40364708165,2.17987633484587
"2008-10-14 00:0",1.27007996457598,2.46127726452327,2.19275993433756
"2008-10-15 00:0",1.19348238371562,2.3657096625931,2.1919040685605
"2008-10-16 00:0",1.09820718931429,2.07652952895798,2.29753279778252
"2008-10-17 00:0",1.06093229853795,1.97316073415515,2.34949784917237
"2008-10-20 00:0",1.02910906128053,2.00655076259719,2.30910380957369
"2008-10-21 00:0",1.0285570711622,1.99413237028608,2.358964373238
"2008-10-22 00:0",0.977640813184704,2.15168052197603,2.33404151564907
"2008-10-23 00:0",0.974518771787385,2.05698624068532,2.40460207133667
"2008-10-24 00:0",0.895620704251423,1.98106329482212,2.26603521316235
"2008-10-27 00:0",1.02642934344693,1.98211070455791,2.40417655201323
"2008-10-28 00:0",1.35126177057746,2.03430976597571,2.53931346096274
"2008-10-29 00:0",1.4169761860597,1.89671409146461,2.52811515044165
"2008-10-30 00:0",1.427403547151,1.98346130626355,2.49725827348963
"2008-10-31 00:0",1.44671351017193,2.01671261409851,2.47537070281135
"2008-11-03 00:0",1.543619889804,1.86638103464904,2.50444525445375
"2008-11-04 00:0",1.72545006737826,1.94052447464392,2.56828388822985
"2008-11-05 00:0",1.70254932996206,1.95444921040378,2.52506807079378
"2008-11-06 00:0",1.7313542555398,1.79831215466751,2.42399685261301
"2008-11-07 00:0",1.69333013369369,1.79178579919347,2.37697726064351
"2008-11-10 00:0",1.6103526164738,1.79710978397812,2.34577479652728
"2008-11-11 00:0",1.63112198814114,1.8981939603083,2.40265426773519
"2008-11-12 00:0",1.62595001305009,1.85419159174852,2.40223245300708
"2008-11-13 00:0",1.70769134631188,1.77231277151945,2.53699971612798
"2008-11-14 00:0",1.75364764280109,1.78190861966905,2.46837208051195
"2008-11-17 00:0",1.71558913959572,1.72683673127692,2.55145518711439
"2008-11-18 00:0",1.74449486685479,1.79588190399555,2.55536211674376
"2008-11-19 00:0",1.60888860315817,1.73135417455218,2.64088412347866
"2008-11-20 00:0",1.62184510174039,1.80302534540048,2.65839648226877
"2008-11-21 00:0",1.32859554214594,1.7886187548173,2.77466334380249
"2008-11-24 00:0",1.3985278064132,1.67826388486002,2.75860155789218
"2008-11-25 00:0",1.24920828183449,1.79501964683132,2.70451754292897
"2008-11-26 00:0",1.32038040529386,1.78567082850941,2.83821393368629
"2008-11-28 00:0",1.30161488672763,1.75897425625374,2.88688008669177
"2008-12-01 00:0",1.32129858436353,1.83614725305106,2.92998138751405
"2008-12-02 00:0",1.47363674467951,1.6618628615461,2.90457973059858
"2008-12-03 00:0",1.60592078790777,1.72175891393233,2.9226342839267
"2008-12-04 00:0",1.64683224246872,1.7285031539789,2.87565966789191
"2008-12-05 00:0",1.68085511652248,1.88598527227811,1.65142654925069
"2008-12-08 00:0",1.58597726070056,1.83833290170368,1.33404011494676
