obs,neg_p_values_lag_one,neg_p_values_lag_two,neg_p_values_lag_three,neg_p_values_lag_four,neg_p_values_lag_five
"2009-03-05 00:0",0.21904908813641,0.873115715639129,0.380571063117388,0.100346235328958,0.156194543580334
"2009-03-06 00:0",0.208762043995719,0.930934105645396,0.381195071302349,0.105807851245846,0.158981255536741
"2009-03-09 00:0",0.198953098148182,0.934400571300408,0.421686417040774,0.104528493310042,0.177317352465861
"2009-03-10 00:0",0.18590923224147,0.920091110737517,0.417127955829397,0.106899357921049,0.174527362192057
"2009-03-11 00:0",0.187631188216013,0.854702283560402,0.44787562698119,0.0990215668507792,0.188967397502122
"2009-03-12 00:0",0.184024683708336,0.845852980629961,0.436134474108988,0.096477997925661,0.186239133545741
"2009-03-13 00:0",0.166861710405329,0.878728613078982,0.419210439305745,0.117111908470149,0.160145392772206
"2009-03-16 00:0",0.152906403801352,0.909934097306894,0.425034857081702,0.132138872426578,0.156842816181081
"2009-03-17 00:0",0.146486001884475,0.868790521101122,0.426298200074512,0.139872352349878,0.150268486460868
"2009-03-18 00:0",0.136645623795374,0.868728884717953,0.422048371556271,0.139341584351402,0.149694850399733
"2009-03-19 00:0",0.142470005617785,0.953256267665292,0.401039077738803,0.129591558443678,0.154479502484228
"2009-03-20 00:0",0.127915099536123,0.912510042757352,0.487786585101035,0.146883472896079,0.1487793258568
"2009-03-23 00:0",0.14629781691366,0.912691152423145,0.496451042015767,0.143390362177745,0.143254590431584
"2009-03-24 00:0",0.204450310296864,0.955070899794134,0.449200941752042,0.104114581749963,0.319088008125652
"2009-03-25 00:0",0.185986734204991,0.973471512028306,0.452975675728933,0.106786436935752,0.323490199965359
"2009-03-26 00:0",0.158643104874324,0.939164549334371,0.385449487532779,0.112665167325251,0.330904417618972
"2009-03-27 00:0",0.128313822776912,0.973840422501026,0.375393767589095,0.146890153139973,0.343651106159003
"2009-03-30 00:0",0.137126754019122,0.931110260348058,0.372981307904543,0.150470225948392,0.32379291160687
"2009-03-31 00:0",0.142061118747073,0.871294540642967,0.396038809135287,0.138874384009795,0.360569670152112
"2009-04-01 00:0",0.155153338843047,0.852683644920733,0.342365622258211,0.125776704623912,0.337010766024227
"2009-04-02 00:0",0.121642211413293,0.86525476961336,0.314990124302845,0.121406596296646,0.316863038135079
"2009-04-03 00:0",0.137521501648179,0.779611322168715,0.306771504688925,0.105790738559873,0.337332137438964
"2009-04-06 00:0",0.141383278243774,0.774882774859873,0.307625357169944,0.104568474200409,0.345980207672029
"2009-04-07 00:0",0.176750441792506,0.724996080467154,0.300142394177751,0.0831344005291101,0.337174924173496
"2009-04-08 00:0",0.16067719616186,0.719944177237907,0.299880429243685,0.0797395210083049,0.332932619073241
"2009-04-09 00:0",0.127668428473928,0.624123588683853,0.283630343470391,0.0850872314459475,0.329866490738014
"2009-04-13 00:0",0.145697513671681,0.571462779045519,0.266255468224231,0.0763442352417758,0.310384251763184
"2009-04-14 00:0",0.204750885585034,0.534058248807213,0.228862840645589,0.0911386929076815,0.284941315317469
"2009-04-15 00:0",0.202464452991146,0.448518144192655,0.226184011677079,0.0970004713424671,0.351531586404148
"2009-04-16 00:0",0.283462646408685,0.438524915876453,0.367364742533991,0.0746712866584165,0.284208096414776
"2009-04-17 00:0",0.505140911453381,0.556973743199633,0.378543751124473,0.190684574868524,0.32209822663099
"2009-04-20 00:0",0.419961344046326,0.56984282271184,0.328582712013442,0.192037349400473,0.360778084986286
"2009-04-21 00:0",0.380872165804588,0.608132462608232,0.44668373813392,0.236072072393314,0.334791138778118
"2009-04-22 00:0",0.398209757559599,0.571747830855581,0.409040176937079,0.353996481419418,0.291559128120718
"2009-04-23 00:0",0.375270583527865,0.556053868120123,0.383868073505307,0.376548420760487,0.36171314912379
"2009-04-24 00:0",0.389655904521471,0.551581128169048,0.380570439085965,0.390244991841602,0.343008826941813
"2009-04-27 00:0",0.319877977511521,0.544400818826185,0.351324277093925,0.390024292828682,0.318359066569599
"2009-04-28 00:0",0.323835908616324,0.487829205284033,0.371831256999514,0.376760047706341,0.312019203209238
"2009-04-29 00:0",0.310687781711329,0.476022658435198,0.395017855685943,0.390079070292762,0.324793834536221
"2009-04-30 00:0",0.327527437095123,0.449709680064742,0.44064552351389,0.468566051093856,0.311607970417056
"2009-05-01 00:0",0.328046744513742,0.450643061663307,0.439076948228623,0.462872193454826,0.308922981509673
"2009-05-04 00:0",0.317398635051595,0.43186584076062,0.464819592973442,0.451545890910125,0.293387456535349
"2009-05-05 00:0",0.346216928967955,0.465186396466483,0.424809946593386,0.404448783271135,0.258355662935316
"2009-05-06 00:0",0.352581172779776,0.40317431111153,0.463685403886716,0.444084950502123,0.239978344581531
"2009-05-07 00:0",0.346640593173958,0.376281855560671,0.533502191368399,0.486254651643794,0.227567158743935
"2009-05-08 00:0",0.447618995265869,0.402594204860794,0.499325368168119,0.36844035928727,0.251231190669125
"2009-05-11 00:0",0.436165501900871,0.440145413029833,0.495988994908485,0.377545350202616,0.270479030731555
"2009-05-12 00:0",0.393806088459104,0.436534857007564,0.557243607067528,0.379720042589641,0.288811533110413
"2009-05-13 00:0",0.381903857221621,0.454167287974458,0.587920308037547,0.396790481699624,0.280059154236437
"2009-05-14 00:0",0.353667472775188,0.435425308855164,0.609792512570414,0.395745577582067,0.250097950749868
"2009-05-15 00:0",0.366341399668378,0.390745677548269,0.571889554679833,0.397301390221044,0.276563598808321
"2009-05-18 00:0",0.366791821281289,0.384683376469743,0.574195535228948,0.41589523555279,0.273848875647654
"2009-05-19 00:0",0.306262901869709,0.375387206794493,0.574514093223156,0.341222879819548,0.294795896904009
"2009-05-20 00:0",0.327351125700215,0.401703473802287,0.571102912389829,0.340373781986735,0.262003592756089
"2009-05-21 00:0",0.333047684155345,0.381784419112113,0.608759985874634,0.344388724075419,0.25178057083074
"2009-05-22 00:0",0.261833072413734,0.370057322258196,0.580782329514917,0.300156679197534,0.256741314976759
"2009-05-26 00:0",0.266060079473341,0.404986639759603,0.561527067244874,0.317771377458642,0.220326318681735
"2009-05-27 00:0",0.255498722522347,0.398425520552023,0.569109895331862,0.328664422609492,0.231979127834279
"2009-05-28 00:0",0.237156991659093,0.390044526927302,0.562458603788207,0.357760658857908,0.242578916007305
"2009-05-29 00:0",0.197161146773098,0.401485899298085,0.533052859228106,0.360230459074125,0.313503712921808
"2009-06-01 00:0",0.181766913466978,0.41674034055684,0.523290561527169,0.37435168170835,0.321384896478118
"2009-06-02 00:0",0.237752048114229,0.458309346580302,0.556485234447252,0.375115131441393,0.339650071283709
"2009-06-03 00:0",0.222913996134874,0.450889362834801,0.527385045123523,0.385029914212917,0.328236277913627
"2009-06-04 00:0",0.217144850150047,0.463046615014208,0.519085773003355,0.409610874086173,0.33567356115499
"2009-06-05 00:0",0.203725134459367,0.467153938972036,0.533913154098193,0.40668903202631,0.369382900122085
"2009-06-08 00:0",0.19812057632976,0.465025560398723,0.528059290200242,0.398392519111126,0.345644559344749
"2009-06-09 00:0",0.202921304319944,0.459372312360098,0.542257136751079,0.391478925041662,0.341719901958931
"2009-06-10 00:0",0.188405949369225,0.45568164805394,0.544746651741359,0.393266611272728,0.355185972688766
"2009-06-11 00:0",0.185576769971807,0.388132826130366,0.554263140105907,0.386839129128731,0.348222102631255
"2009-06-12 00:0",0.177854321283942,0.385655063134861,0.514890384572829,0.37979260247483,0.348008039072672
"2009-06-15 00:0",0.183166377619753,0.39021450053425,0.501578653960355,0.358355995634619,0.348250915539624
"2009-06-16 00:0",0.183958812044561,0.396020323022606,0.519159460457336,0.374679225605182,0.38477381093523
"2009-06-17 00:0",0.160133290413168,0.384323112507954,0.539565808482046,0.35266508221526,0.408021468801099
"2009-06-18 00:0",0.138538615128774,0.406652548712426,0.533595242922109,0.339584618109265,0.401530136267638
"2009-06-19 00:0",0.111151137762757,0.454137472960622,0.563204790518824,0.339373967331074,0.392940529972218
"2009-06-22 00:0",0.097623224815129,0.39845675413201,0.529858345930375,0.368203612850469,0.396341720512072
"2009-06-23 00:0",0.0926868800980883,0.364669442842034,0.575610667192075,0.334872123113713,0.37985726544728
"2009-06-24 00:0",0.0980908456777618,0.354829962471035,0.592847458007013,0.332697910303796,0.379304685291333
"2009-06-25 00:0",0.103222070259378,0.372961875958271,0.613246233871511,0.342538267122199,0.388521796291166
"2009-06-26 00:0",0.158078747515705,0.385908171486765,0.543776126166853,0.397450513199988,0.329688170215182
"2009-06-29 00:0",0.142246334602102,0.434377799975942,0.558122529382213,0.357658222211975,0.315210124882678
"2009-06-30 00:0",0.139390119618102,0.43386072937122,0.544934953447355,0.328885853427724,0.307116484680935
"2009-07-01 00:0",0.156432718517008,0.375796054959894,0.478168882755441,0.441571469797505,0.333516328726857
"2009-07-02 00:0",0.15625242382446,0.377806593669793,0.483671923000686,0.437389534312824,0.330768115373776
"2009-07-06 00:0",0.145755332415138,0.385735635221921,0.487780835225108,0.42175340042311,0.318651737869727
"2009-07-07 00:0",0.143960010803148,0.362324520776608,0.467332121993809,0.421021911248172,0.333577888029094
"2009-07-08 00:0",0.13862299370761,0.356391125171569,0.460260585106148,0.436721809391284,0.331868081530111
"2009-07-09 00:0",0.159558517262348,0.363070125174929,0.44726975340066,0.418733202830276,0.329706187805354
"2009-07-10 00:0",0.169332460545914,0.368054216599268,0.478978187483971,0.416138565792223,0.375165826131318
"2009-07-13 00:0",0.159807502859935,0.361656439277043,0.467331792832728,0.407387844197585,0.377678043739876
"2009-07-14 00:0",0.153954955621296,0.333600701666811,0.489068716600336,0.3780385140649,0.396953516322999
"2009-07-15 00:0",0.145192856616813,0.339543467613133,0.516293338716907,0.378029916383603,0.375765990908144
"2009-07-16 00:0",0.128880174568108,0.293436012166717,0.502428713505963,0.341462739152447,0.412696972455197
"2009-07-17 00:0",0.125616764984032,0.304853506012514,0.476846575200673,0.350433022885066,0.457931224891108
"2009-07-20 00:0",0.128798211383511,0.305589016387587,0.44694658521816,0.306931821934746,0.434486097856462
"2009-07-21 00:0",0.128464199274673,0.310883798478549,0.442888731913999,0.284452371593667,0.458420495567233
"2009-07-22 00:0",0.117414932862298,0.490148203013316,0.290058842402275,0.186220012800087,0.507359237567565
"2009-07-23 00:0",0.120075953379887,0.48908353729636,0.288721171167737,0.17961452140225,0.520474426831875
"2009-07-24 00:0",0.122671444777686,0.591475762796442,0.319548995824271,0.166392569391336,0.56288763378868
"2009-07-27 00:0",0.140064951418238,0.620036548581796,0.283517742386774,0.176399744412395,0.557214883419442
"2009-07-28 00:0",0.114014784133415,0.579217634494045,0.295485630220952,0.19571874536816,0.567309352912497
"2009-07-29 00:0",0.118615277801931,0.667014526782532,0.271359318003098,0.193092075975417,0.619246889886414
"2009-07-30 00:0",0.148183617697449,0.812710729160285,0.23158158958927,0.193535934404766,0.484326539383739
"2009-07-31 00:0",0.159160377222885,0.843544996251311,0.214659413577996,0.178839293354416,0.491023084366676
"2009-08-03 00:0",0.157510495447361,0.859896752049331,0.21422183879086,0.175869462444711,0.490580086095062
"2009-08-04 00:0",0.173693322001568,0.856204738304253,0.251275098121239,0.193806191565306,0.439310354955948
"2009-08-05 00:0",0.142719211759125,0.811200093028451,0.25886434930989,0.202576242423533,0.437281218650527
"2009-08-06 00:0",0.139005560902532,0.810768820601641,0.246340294026026,0.198212605525601,0.458161055948701
"2009-08-07 00:0",0.112209492231075,0.773624446156853,0.298360247913357,0.240068871568316,0.459077243552538
"2009-08-10 00:0",0.164895731722359,0.727687116797617,0.318389958783224,0.291487259769106,0.383743522294702
"2009-08-11 00:0",0.179153117351673,0.795596962947573,0.346157816155025,0.310950949961248,0.326772156342727
"2009-08-12 00:0",0.184540844345767,0.805778003792646,0.325304885830107,0.307774154091517,0.32583059611744
"2009-08-13 00:0",0.11039769279809,0.808471381850876,0.308866267192503,0.217034744306873,0.344470186023134
"2009-08-14 00:0",0.0776159728607385,0.625522795283755,0.302530101245129,0.201921663769054,0.482278938209066
"2009-08-17 00:0",0.0840821200178284,0.665188817753632,0.28723320689833,0.205729543954291,0.481211670840021
"2009-08-18 00:0",0.0730532494906749,0.642857811487029,0.30639802304825,0.237358774710841,0.486237666835
"2009-08-19 00:0",0.0839598851652127,0.763153355399353,0.297047593749987,0.257223791603253,0.3993132311569
"2009-08-20 00:0",0.0725866313475577,0.759291078671508,0.282435476197871,0.276691112509964,0.356651814974571
"2009-08-21 00:0",0.0697515272276368,0.763407257329208,0.286864526298356,0.31519475666389,0.352890295600077
"2009-08-24 00:0",0.0914986700863546,0.794000013557866,0.290322926488541,0.316145835399127,0.374737885989206
"2009-08-25 00:0",0.100052218119993,0.815096907802369,0.282902640069408,0.310056345781797,0.372717370316264
"2009-08-26 00:0",0.09962008935051,0.878226729210416,0.335776119331394,0.331769725920565,0.392793699165426
"2009-08-27 00:0",0.122686279440782,0.966667378089475,0.28187325640108,0.344842449463585,0.389885867880836
"2009-08-28 00:0",0.123678373148434,0.888819882218631,0.341915537094508,0.388588107006304,0.34235247754844
"2009-08-31 00:0",0.122800198345912,0.862083975294296,0.299973949771993,0.332262085978621,0.388439809451586
"2009-09-01 00:0",0.119212122106568,0.835178024851055,0.294218771552086,0.332935123167208,0.381201581425765
"2009-09-02 00:0",0.11348921423444,0.810759556592688,0.298121342953681,0.327722794739263,0.437855319240055
"2009-09-03 00:0",0.113388630090514,0.820413240464026,0.304583948138377,0.344237390490367,0.444944504599882
"2009-09-04 00:0",0.120102604416574,0.698147443103513,0.30971183449093,0.334124031184156,0.449541384398239
"2009-09-08 00:0",0.114515446212026,0.752850676836291,0.296138524859129,0.324249108954146,0.447012262299733
"2009-09-09 00:0",0.115771627432419,0.739869530030554,0.29075654742838,0.34252121441337,0.446660738492436
"2009-09-10 00:0",0.121343713441539,0.731182948663929,0.297594547207884,0.373818404543269,0.376219121525159
"2009-09-11 00:0",0.115312358261104,0.692594394256841,0.287428309936954,0.366472346336557,0.408701877577025
"2009-09-14 00:0",0.117407609309918,0.707944584026708,0.272657921331364,0.418199396129669,0.399185182727802
"2009-09-15 00:0",0.136560508837574,0.656621692420526,0.277306206938719,0.360645901932781,0.389237333891537
"2009-09-16 00:0",0.142897339636627,0.638413449315084,0.270102576301969,0.361009250201818,0.378110246868189
"2009-09-17 00:0",0.127079717192559,0.616947544515935,0.249749957804864,0.38140260759079,0.379338015214944
"2009-09-18 00:0",0.146064718817014,0.652187615851152,0.236462107081652,0.415949255205006,0.390790907970506
"2009-09-21 00:0",0.173839359644127,0.517711906636111,0.280720378601427,0.490575856512077,0.46540309482863
"2009-09-22 00:0",0.1609544242018,0.491612677690204,0.257788459258614,0.44606452239746,0.48391340038796
"2009-09-23 00:0",0.0905730309951314,0.331001862830224,0.263812589825819,0.24867355230347,0.682075457611335
"2009-09-24 00:0",0.0804756679885945,0.301877948692358,0.296960630248429,0.220309040792401,0.716911499753143
"2009-09-25 00:0",0.0720503704254702,0.245014266664708,0.337906599062299,0.261179224038505,0.762672312271082
"2009-09-28 00:0",0.0776030852243234,0.240163323311308,0.235350201684039,0.205076631314147,0.855564164783762
"2009-09-29 00:0",0.0869112322503679,0.243728494270346,0.247080176547465,0.201277755696942,0.871565942479373
"2009-09-30 00:0",0.0968868528483231,0.215655207682797,0.249712562138037,0.186703308778728,0.864364941364769
"2009-10-01 00:0",0.0914599348263234,0.199881974065415,0.250667687196787,0.195885775114823,0.852593404431285
"2009-10-02 00:0",0.0955949131328155,0.200608604592977,0.24336314211468,0.206810563897972,0.838943829019488
"2009-10-05 00:0",0.079721863381556,0.216905670910075,0.24988873422912,0.217101860882426,0.820504074405284
"2009-10-06 00:0",0.0805247686653597,0.234418090782394,0.259508431976061,0.214767684715905,0.81530606222833
"2009-10-07 00:0",0.0957525373019675,0.230375043392751,0.301024958269553,0.197870351691879,0.799666604559209
"2009-10-08 00:0",0.0947306048590478,0.221964585663555,0.311113651725075,0.212293898738915,0.803591239858349
"2009-10-09 00:0",0.115357738316948,0.344985654896938,0.294262336225752,0.228973599983659,0.675511501651603
"2009-10-12 00:0",0.06366028397287,0.249963195446941,0.508015613220898,0.282082318449046,0.745828832350698
"2009-10-13 00:0",0.0717798473707935,0.210904327429893,0.566605706823669,0.375593292104523,0.706844471319605
"2009-10-14 00:0",0.100758828155557,0.22685593631538,0.616394918872919,0.423524931967285,0.665344535719421
"2009-10-15 00:0",0.0920298336760847,0.239032774265644,0.595570207056512,0.44362396863387,0.658105894545682
"2009-10-16 00:0",0.0656283761653608,0.276383472188325,0.686544203192386,0.462641057113834,0.75352607121797
"2009-10-19 00:0",0.0451548379143459,0.280756255109466,0.831481598610544,0.314005613451897,0.848759889998227
"2009-10-20 00:0",0.0356358723965269,0.275936042555752,0.872409832206276,0.243679130375138,0.822618003967244
"2009-10-21 00:0",0.0347714493409306,0.357931665841667,0.855655901046199,0.23048265260342,0.718497673920787
"2009-10-22 00:0",0.0536084721229771,0.290293137099132,0.4501878365864,0.247016752630498,0.592616552394197
"2009-10-23 00:0",0.0583840451030245,0.273042795582966,0.36925805619742,0.335012141378199,0.568621611550987
"2009-10-26 00:0",0.0637757647573336,0.276051625823751,0.35173519779671,0.393354171065405,0.634539478977848
"2009-10-27 00:0",0.05812966728487,0.318299710621615,0.329839549529793,0.367827333425818,0.552961614509397
"2009-10-28 00:0",0.0500661699585685,0.361616779464005,0.401241354095153,0.393479434628598,0.512124892344385
"2009-10-29 00:0",0.0423405072781142,0.227689851158885,0.289213729610665,0.360127336361185,0.588301507193142
"2009-10-30 00:0",0.0467449293477723,0.211475542558962,0.351305296284942,0.307272851224867,0.656806861969397
"2009-11-02 00:0",0.0438388199722741,0.189418841086056,0.310871473890034,0.263288659235401,0.623690593522829
"2009-11-03 00:0",0.0404898624248923,0.189004959841079,0.288537737481531,0.260780176845915,0.61287570418113
"2009-11-04 00:0",0.0286371529973388,0.211132078011323,0.28455765908922,0.305050280088978,0.645462508618095
"2009-11-05 00:0",0.0364772433243613,0.204421764628082,0.302732842258568,0.324471322107862,0.65163732610257
"2009-11-06 00:0",0.0355109425137315,0.231510675301594,0.250372834831684,0.345363277669426,0.612869852405349
"2009-11-09 00:0",0.0416221708304312,0.26702699804077,0.264110449648822,0.477401903094775,0.612628724679435
"2009-11-10 00:0",0.0456148994335465,0.247796875260276,0.296743195526578,0.470663276926381,0.728799484750667
"2009-11-11 00:0",0.0302204729124698,0.208749235033184,0.29045101369512,0.427123745096513,0.767657096336225
"2009-11-12 00:0",0.0331855116174613,0.184593556785635,0.315174053130212,0.404744094843434,0.78331565862946
"2009-11-13 00:0",0.025443902518275,0.194818224414822,0.35019025642175,0.427782114151847,0.854400416015135
"2009-11-16 00:0",0.0276039225418987,0.156740194921025,0.346753680190455,0.500342126541063,0.799973173464849
"2009-11-17 00:0",0.0214192566661347,0.167474395696798,0.51507342925608,0.472054907926303,0.695522569378413
"2009-11-18 00:0",0.0258846341731533,0.17467716325805,0.50439191504979,0.418260196737934,0.669791713812506
"2009-11-19 00:0",0.0318770796764981,0.192067058760713,0.519805016350943,0.42717242230143,0.726403221060434
"2009-11-20 00:0",0.0423993692899107,0.16718757542239,0.645583042377554,0.548736903445002,0.70377387422491
"2009-11-23 00:0",0.0416992895401737,0.168331523852564,0.656585806812283,0.55963352119654,0.699389034218191
"2009-11-24 00:0",0.0679687439845854,0.23546595890336,0.787028046648173,0.355713801882224,0.850109454622159
"2009-11-25 00:0",0.0689325886185125,0.182352021315885,0.933435503548698,0.315163273713949,0.725849741603209
"2009-11-27 00:0",0.0701844752617257,0.17091469987383,0.920601569941683,0.326346931547655,0.753092678597269
"2009-11-30 00:0",0.0802707850747079,0.173032770087258,0.870657382393447,0.320454510111485,0.777113449158459
"2009-12-01 00:0",0.0846080446534289,0.167664775713749,0.819015883913102,0.278680137327277,0.86369293451483
"2009-12-02 00:0",0.0945061670276607,0.163984495854773,0.841760534957513,0.298516037354611,0.822160398587233
"2009-12-03 00:0",0.095026975406112,0.165748229711922,0.829244057879947,0.282161724967134,0.814074082837158
"2009-12-04 00:0",0.121561820733228,0.168217190167488,0.829932536913144,0.279566122728236,0.833875016545807
"2009-12-07 00:0",0.147952658850268,0.255697803542801,0.974056844874209,0.331192284717968,0.838809026081497
"2009-12-08 00:0",0.155998198888157,0.239980956468711,0.902101971210524,0.40374577690052,0.803440185878898
"2009-12-09 00:0",0.178723750251733,0.242505020707565,0.851054617775102,0.496076330800792,0.735629208660543
"2009-12-10 00:0",0.172505877533229,0.280715053761589,0.8825095888015,0.588376316346749,0.429645847647527
"2009-12-11 00:0",0.179087522818343,0.290875900793444,0.902254672924198,0.58895989314455,0.42684838063813
"2009-12-14 00:0",0.182958282988546,0.295385645088529,0.974461831346617,0.589030697532406,0.426719047497023
"2009-12-15 00:0",0.229408344974838,0.291908928016174,0.98236774349107,0.639939476177191,0.436155878001857
"2009-12-16 00:0",0.243259557263017,0.265133889264584,0.977005070900963,0.648286839348046,0.448405237861423
"2009-12-17 00:0",0.228207025896067,0.246943504535572,0.992941842772837,0.642320684959516,0.452500419238921
"2009-12-18 00:0",0.227365180014,0.209753425980795,0.824160508611608,0.506673362851203,0.47874016451455
"2009-12-21 00:0",0.193817252116264,0.197349509780863,0.792523349297838,0.518614608256143,0.51271527794014
"2009-12-22 00:0",0.171704429978459,0.228229050133281,0.849301907253691,0.515366690968699,0.479301698235776
"2009-12-23 00:0",0.187054596493295,0.250931135184485,0.795952559763556,0.536955617506052,0.460232419270353
"2009-12-24 00:0",0.1970977248469,0.244966791417148,0.857529534455114,0.584631628954862,0.444440043656631
"2009-12-28 00:0",0.212590970036705,0.23257855270991,0.866559159026469,0.679505838227741,0.498628880840565
"2009-12-29 00:0",0.20256484042694,0.230316316968992,0.882804145515276,0.6977813245275,0.529438960020989
"2009-12-30 00:0",0.216757124641402,0.249610130868486,0.844292805679548,0.695487596280651,0.524931307818419
"2009-12-31 00:0",0.221436821590885,0.228748483478841,0.822450421622103,0.698498085199412,0.53705389765978
"2010-01-04 00:0",0.262711815701137,0.257007550304939,0.712985281533946,0.757068936205055,0.510795599221277
"2010-01-05 00:0",0.273156584656115,0.267068941155664,0.716794207155078,0.798481512092427,0.484233388033505
"2010-01-06 00:0",0.281111440890947,0.273466705558952,0.685632638805351,0.822717255170316,0.498285265728849
"2010-01-07 00:0",0.282520163063589,0.283065479375597,0.710516150862497,0.833275075452006,0.48190605023123
"2010-01-08 00:0",0.264980290026524,0.311161000766312,0.706523895862292,0.876635379643496,0.455912773615864
"2010-01-11 00:0",0.262638260265891,0.308011671285581,0.660496530768059,0.890323666816967,0.453330827072882
"2010-01-12 00:0",0.259138809578245,0.307744933478998,0.653092212387288,0.843444277976752,0.45753030646732
"2010-01-13 00:0",0.293605246724107,0.355026442231214,0.554564743964614,0.930079908745152,0.404058147003039
"2010-01-14 00:0",0.305125821394181,0.371056749950073,0.559695804926301,0.893193903377374,0.368523474442912
"2010-01-15 00:0",0.325885658820821,0.40484339267516,0.597431887544568,0.886815304520324,0.375704244094896
"2010-01-19 00:0",0.312708253770446,0.387578450521545,0.576051583183082,0.884896680949923,0.378937188365351
"2010-01-20 00:0",0.32134182079989,0.411923889361472,0.585305953287701,0.935121670885115,0.392652323664094
"2010-01-21 00:0",0.358997140118636,0.381330389599387,0.622679642777873,0.867648540047743,0.421584907425844
"2010-01-22 00:0",0.402716791054554,0.458425459323151,0.555370374132526,0.759055710780622,0.390649568024732
"2010-01-25 00:0",0.412437900382542,0.393426499957007,0.399015833706045,0.901123655580089,0.448225748872338
"2010-01-26 00:0",0.384720186284377,0.380422306587528,0.476342325019977,0.920346578839527,0.397347469718695
"2010-01-27 00:0",0.371866416112655,0.394308795685694,0.483321981783568,0.95747745488433,0.366730277664505
"2010-01-28 00:0",0.298053218097478,0.416138459832411,0.480241548086956,0.954332272869098,0.398096671889327
"2010-01-29 00:0",0.317530993307195,0.373234473819929,0.495148447279376,0.965204801607682,0.368532250012127
"2010-02-01 00:0",0.257124545259065,0.381373454347311,0.466993988973773,0.966791407705793,0.375832038089594
"2010-02-02 00:0",0.271829737414215,0.323933245981148,0.46717787355952,0.970551472344897,0.381655170525999
"2010-02-03 00:0",0.259432274857845,0.304713031213064,0.57849112574661,0.980037964298859,0.4142915012259
"2010-02-04 00:0",0.330293587641731,0.295076232579592,0.487786409571074,0.883810351334946,0.409688345787072
"2010-02-05 00:0",0.322834249253027,0.296256976687762,0.492052972856193,0.869351633421498,0.412193555112556
"2010-02-08 00:0",0.396304935270083,0.368213989376899,0.390560487494667,0.903021532100068,0.419684876486533
"2010-02-09 00:0",0.301102021693282,0.365538798511169,0.522508093738072,0.96089479896036,0.40996092792904
"2010-02-10 00:0",0.304933063090081,0.341512104737174,0.508707133825214,0.927083056281523,0.414530821180025
"2010-02-11 00:0",0.349284717742106,0.338389725285047,0.589556737759429,0.985882758220985,0.339647142600485
"2010-02-12 00:0",0.336284765965636,0.379289928768311,0.546112569761074,0.900090606420348,0.310263679470673
"2010-02-16 00:0",0.414063643140106,0.448770095846001,0.583407769197088,0.983094732871628,0.350841627234839
"2010-02-17 00:0",0.405631801093715,0.394475835753754,0.569753341173934,0.966418346790645,0.381401330459761
"2010-02-18 00:0",0.390246482560397,0.386953040365569,0.613147235157212,0.979571608328878,0.393850582707676
"2010-02-19 00:0",0.392449282184668,0.390182354854206,0.639529698611254,0.99380509580447,0.340250469975124
"2010-02-22 00:0",0.362708744857737,0.399149905420208,0.661530221659851,0.949915657701174,0.357947739602061
"2010-02-23 00:0",0.329585445160531,0.368236606239908,0.62665970471242,0.976688254164224,0.36372689520146
"2010-02-24 00:0",0.326071877137665,0.269618647504587,0.542217749619484,0.987516852645756,0.390334593702008
"2010-02-25 00:0",0.345702419025994,0.267366205967531,0.557476908150264,0.986505481853838,0.375795483290852
"2010-02-26 00:0",0.421535143728166,0.122907626883542,0.508513690248413,0.524009265910875,0.294293795016981
"2010-03-01 00:0",0.382548157328097,0.114693810569596,0.742124880752679,0.585510859017805,0.392271111585996
"2010-03-02 00:0",0.404046857566304,0.111087084920154,0.729200251627271,0.667353476218077,0.395106125539047
"2010-03-03 00:0",0.435596721765836,0.0885153151651751,0.723661494942159,0.688220677893311,0.348929638205306
"2010-03-04 00:0",0.479109124124658,0.0928356333809404,0.642365625489008,0.666661099654064,0.357592186241006
"2010-03-05 00:0",0.498614894658443,0.108006963455424,0.662876517051275,0.56834419294427,0.340863720540587
"2010-03-08 00:0",0.503797865884358,0.103679970332379,0.675363214365873,0.597269805658768,0.360361392731912
"2010-03-09 00:0",0.4961760395899,0.0964286765433079,0.683792109566354,0.636546264544459,0.376561914494186
"2010-03-10 00:0",0.444174926147215,0.0908166129306838,0.619201190144713,0.667676199878004,0.426680481658254
"2010-03-11 00:0",0.483383423603907,0.108652924389732,0.640419483995079,0.706021900227145,0.418626803839551
"2010-03-12 00:0",0.461723398814044,0.102931302519775,0.633118382347909,0.709944213218209,0.417547974767225
"2010-03-15 00:0",0.472062062285449,0.0790948049836133,0.588671154359151,0.683992065387958,0.425299818818187
"2010-03-16 00:0",0.49452030746474,0.0788437487681406,0.764787606272897,0.678156546299532,0.434485860866605
"2010-03-17 00:0",0.484079527962618,0.0784494909996108,0.752062918280769,0.70665331875395,0.453409957253506
"2010-03-18 00:0",0.264809861903931,0.1077662509037,0.643831315179626,0.780539220150382,0.0505584707722663
"2010-03-19 00:0",0.251750341529669,0.149068691105263,0.660729949392249,0.843871637737966,0.0460370563249518
"2010-03-22 00:0",0.240955305049934,0.153549473081447,0.502541875468422,0.828279316684729,0.0395832462027388
"2010-03-23 00:0",0.27782411711033,0.162403486456525,0.495924361516454,0.946797577354643,0.037913518684476
"2010-03-24 00:0",0.277057880481514,0.18663932842296,0.503167279587314,0.940620252114721,0.0442579827729418
