obs,neg_p_values_lag_one,neg_p_values_lag_two,neg_p_values_lag_three,neg_p_values_lag_four,neg_p_values_lag_five
"2006-10-06 00:0",0.899769243530373,0.212339972543361,0.640535562726155,0.25354513083664,0.963402936359781
"2006-10-09 00:0",0.908806444735879,0.253385670653108,0.570644127258275,0.253187209603677,0.944496732196464
"2006-10-10 00:0",0.996391383406919,0.248490276864805,0.55061134261823,0.254292678549516,0.972335015473117
"2006-10-11 00:0",0.908683437196847,0.237407090076135,0.563695169707636,0.209988256359214,0.823432573320337
"2006-10-12 00:0",0.936616483592329,0.226376734182113,0.682075244568004,0.208283027533447,0.753253636109092
"2006-10-13 00:0",0.997741891818354,0.217271353112327,0.760703480566042,0.197265368117893,0.74578124466047
"2006-10-16 00:0",0.97534361719143,0.20027274787789,0.770805151684239,0.222145916704901,0.719160196074225
"2006-10-17 00:0",0.971702499252678,0.223544173709277,0.767334337657199,0.214245138142217,0.679320178881634
"2006-10-18 00:0",0.97766145324747,0.194229221354197,0.80637911857699,0.228101419656075,0.685745964505974
"2006-10-19 00:0",0.96829018314295,0.222592155023381,0.744674996972158,0.199253005359854,0.654214221396551
"2006-10-20 00:0",0.964071605742413,0.365358892011275,0.685771137069981,0.17906518657083,0.60717282128942
"2006-10-23 00:0",0.975914718562364,0.349302786674271,0.594077468066346,0.179099035026014,0.628834344998421
"2006-10-24 00:0",0.923848413353984,0.389453058265742,0.576764021213893,0.173535683212415,0.561240073327723
"2006-10-25 00:0",0.935481048043078,0.385890450805743,0.543346480474108,0.159940107687095,0.784793400982794
"2006-10-26 00:0",0.976309410583326,0.529344961888613,0.517094316569682,0.150535619647577,0.776588099241437
"2006-10-27 00:0",0.917112484621654,0.549452937102743,0.612773170656793,0.147718398849349,0.771694564639039
"2006-10-30 00:0",0.900654496967384,0.674368499729438,0.650148295458222,0.340098698424483,0.843512516454755
"2006-10-31 00:0",0.907951158993465,0.694044805961505,0.647532888758507,0.320203225850198,0.793228054663238
"2006-11-01 00:0",0.805894626256552,0.7330213586007,0.642585833632303,0.258791999230506,0.876789390058886
"2006-11-02 00:0",0.825438477300769,0.741615278421194,0.643351460112526,0.223952918162646,0.873523700692733
"2006-11-03 00:0",0.876006499890232,0.771656455741273,0.587588639513807,0.207085354966617,0.840100354622735
"2006-11-06 00:0",0.757083392305833,0.585539173846888,0.604499731875806,0.304480408264374,0.910625460172756
"2006-11-07 00:0",0.509199569853356,0.639894678888401,0.78331129915205,0.314242476033399,0.939082551846624
"2006-11-08 00:0",0.502148179266465,0.69765581588433,0.784077269404728,0.329465973924026,0.929927761531813
"2006-11-09 00:0",0.50767204300235,0.695036249409314,0.834406540078616,0.334414185814737,0.864721013177446
"2006-11-10 00:0",0.44785376381166,0.696877685796935,0.840543647315665,0.412613658627271,0.887549214253709
"2006-11-13 00:0",0.441684159492906,0.7339076706612,0.836887799096126,0.406415178963596,0.878273132996494
"2006-11-14 00:0",0.441084549109276,0.78617444377534,0.831012957788606,0.425806133391897,0.880568353775756
"2006-11-15 00:0",0.564598748021161,0.697390726847233,0.970113366895327,0.495557224189963,0.759017750420751
"2006-11-16 00:0",0.559238728728112,0.706685639840401,0.98475973573774,0.469629913433934,0.759254511180869
"2006-11-17 00:0",0.557636457732205,0.705395907338916,0.984217665055252,0.474041384242698,0.752965248642868
"2006-11-20 00:0",0.48213835635726,0.731554860043002,0.975670425218569,0.441200383127466,0.762545000774518
"2006-11-21 00:0",0.432668108894552,0.822124609375994,0.97749957707111,0.406772213130469,0.706721175665775
"2006-11-22 00:0",0.448129491107943,0.879776925604197,0.943608243296628,0.415515939936862,0.672881951934337
"2006-11-24 00:0",0.436158348391791,0.910788263334356,0.95144053688602,0.344777901973847,0.625891829300813
"2006-11-27 00:0",0.40601640119079,0.870299534060142,0.989629675499311,0.315745154368176,0.725644735982978
"2006-11-28 00:0",0.445026006544734,0.802873155780815,0.966035720673427,0.322044963695314,0.787731508500573
"2006-11-29 00:0",0.452042722262081,0.837913999227868,0.920162147542455,0.318028602204312,0.743576108332956
"2006-11-30 00:0",0.367655430756082,0.877537267133887,0.83860097111786,0.250634814083155,0.824737646854541
"2006-12-01 00:0",0.35160127803975,0.90592863990252,0.855959255590365,0.231612572488735,0.768617223601593
"2006-12-04 00:0",0.361793320992723,0.902739859930485,0.894558127216051,0.240328518205009,0.808359740990874
"2006-12-05 00:0",0.366134384779747,0.938762506130169,0.880190820932891,0.23915418847131,0.817679686738248
"2006-12-06 00:0",0.369350079248111,0.896529194227736,0.897213840552658,0.237609461556255,0.873496680290458
"2006-12-07 00:0",0.436186903886712,0.73645007875965,0.488324649234523,0.26608441789025,0.966290736882038
"2006-12-08 00:0",0.416116023393104,0.738666086540587,0.480048255432582,0.280991485464217,0.968852608894116
"2006-12-11 00:0",0.389499033241461,0.772950358518533,0.465821493398913,0.267531460113601,0.97393165747479
"2006-12-12 00:0",0.348277852359552,0.858604897195021,0.527786949732365,0.253598386781876,0.975693698286465
"2006-12-13 00:0",0.342176427383303,0.841197980821418,0.541417645214782,0.253891972558331,0.984219689897354
"2006-12-14 00:0",0.347723338005247,0.829404975841598,0.484361178382236,0.204564474070102,0.940583900423631
"2006-12-15 00:0",0.350143099465288,0.829116468939633,0.489663072815292,0.194863642412324,0.9828160683445
"2006-12-18 00:0",0.439033475954963,0.832584596811268,0.479171386891147,0.185135857134683,0.926636616860146
"2006-12-19 00:0",0.448934545692794,0.858427689882773,0.453955128586762,0.168100194483538,0.873989825817253
"2006-12-20 00:0",0.432406053553542,0.846268448971372,0.451765739092076,0.165419705674543,0.881573880479442
"2006-12-21 00:0",0.429480366861534,0.901449694703063,0.475080120686838,0.175372948517343,0.908591012971183
"2006-12-22 00:0",0.472457033956945,0.841897953793187,0.399761078558639,0.177378440246202,0.989161450660836
"2006-12-26 00:0",0.48577913953562,0.85544102166686,0.387966523846971,0.199242651501348,0.991829159406589
"2006-12-27 00:0",0.601412237222668,0.883029749359936,0.371353724529595,0.195805799304412,0.893522136541546
"2006-12-28 00:0",0.617710628082964,0.73101643206723,0.318115382282361,0.187684341762668,0.910351860195037
"2006-12-29 00:0",0.527167697069282,0.639909734529793,0.240193853089795,0.193444461757567,0.984833177301318
"2007-01-03 00:0",0.658945987541039,0.405907646453672,0.140882489783528,0.156823243918256,0.871403435732968
"2007-01-04 00:0",0.525884889682947,0.368051641782296,0.172441159485211,0.131115845280022,0.827312864479012
"2007-01-05 00:0",0.528087086465143,0.342907970676149,0.162513744105312,0.119686447059383,0.815604095431092
"2007-01-08 00:0",0.541109807058476,0.314799013014349,0.158104241895138,0.111247509982473,0.888099057010458
"2007-01-09 00:0",0.433570000992132,0.313088083372428,0.175897500911004,0.161521841889078,0.977627837601278
"2007-01-10 00:0",0.436357192815478,0.374208382511693,0.18255503270281,0.21270818627748,0.973032054379585
"2007-01-11 00:0",0.500606593347793,0.393457912821734,0.188849331713363,0.198024368908505,0.970010801569313
"2007-01-12 00:0",0.483749348998083,0.41422872802267,0.187228086335154,0.221179405089211,0.989655199938024
"2007-01-16 00:0",0.474484337044526,0.491909231348384,0.139947234267475,0.240071935432929,0.869549698275679
"2007-01-17 00:0",0.505926704149437,0.463116318155502,0.124720421659836,0.228165458979003,0.86935874186166
"2007-01-18 00:0",0.480507474475839,0.497598933591937,0.108907898938967,0.262589968102186,0.818016246624728
"2007-01-19 00:0",0.515373922589795,0.546094260257937,0.107928633697988,0.222499436122372,0.819162403334507
"2007-01-22 00:0",0.346308386676435,0.554924402724502,0.149425661962516,0.245189659776632,0.614589456753911
"2007-01-23 00:0",0.3150396954774,0.501144933348525,0.178796728019797,0.187445526387492,0.612024120030778
"2007-01-24 00:0",0.331030629879554,0.519800225025194,0.197050926991634,0.185477190386608,0.653747165368178
"2007-01-25 00:0",0.351013508892101,0.531520603954838,0.178657593061589,0.171388075255169,0.600835868916636
"2007-01-26 00:0",0.405158913493141,0.660612909960196,0.285332974926549,0.173366780007903,0.366750170072595
"2007-01-29 00:0",0.400706238038294,0.711905157972125,0.277042792725807,0.135011866754507,0.330759212492746
"2007-01-30 00:0",0.388708774687595,0.720641132367128,0.302016477170522,0.154335668985874,0.293374575290157
"2007-01-31 00:0",0.38242073021207,0.713043715780643,0.299498424483508,0.152827290286559,0.271000794614106
"2007-02-01 00:0",0.362236101046198,0.703136954983993,0.256704701103754,0.15053664207347,0.219138504879981
"2007-02-02 00:0",0.355417128010387,0.678073218612212,0.244213460439158,0.172994325907488,0.221715017794932
"2007-02-05 00:0",0.468672799924577,0.669309745012042,0.265870696167565,0.153581110670945,0.214390471004859
"2007-02-06 00:0",0.411920182842124,0.628239032962842,0.297933096294173,0.126530323364512,0.185480971088387
"2007-02-07 00:0",0.421797873635675,0.628946767275674,0.275131932349133,0.126335954044555,0.194537494930823
"2007-02-08 00:0",0.396501366419181,0.571272248413551,0.259764408642598,0.119486786565291,0.192056472714252
"2007-02-09 00:0",0.421441623875943,0.565811002625132,0.196859676524195,0.132903222582523,0.219414711046022
"2007-02-12 00:0",0.359840692971798,0.484208554075176,0.238211753451576,0.136317259275182,0.220782879729059
"2007-02-13 00:0",0.364588949142032,0.465240252384798,0.219727656249809,0.132991126470797,0.2382073282769
"2007-02-14 00:0",0.359707485192888,0.457401263964238,0.227128312773172,0.127973507266212,0.238422245479213
"2007-02-15 00:0",0.381706985338258,0.45610109547401,0.211228511376369,0.127470228853128,0.258883300716601
"2007-02-16 00:0",0.353990496505948,0.468320915227844,0.211592028672965,0.127228669766323,0.245800819479879
"2007-02-20 00:0",0.364527816314092,0.480170646209449,0.206804328576072,0.126551795041051,0.251433889437991
"2007-02-21 00:0",0.331222882588388,0.432137604817935,0.185220589399072,0.109375296484016,0.234200922090253
"2007-02-22 00:0",0.410419440866789,0.368200489298065,0.184219589661487,0.0878770379776622,0.235151964217287
"2007-02-23 00:0",0.434101516000369,0.379085205669236,0.183918818124273,0.0846740454713606,0.22865504954989
"2007-02-26 00:0",0.592355776325942,0.549448950640073,0.261009843895496,0.122826797850789,0.380951953901934
"2007-02-27 00:0",0.556241290973443,0.408644176768336,0.257032814600219,0.126946874826377,0.380032651570014
"2007-02-28 00:0",0.610986395995956,0.391446203857018,0.212665443385732,0.14225180814804,0.425969530051229
"2007-03-01 00:0",0.663664151966394,0.463258723597365,0.248749342876986,0.119746050746096,0.384195473910084
"2007-03-02 00:0",0.740312577377724,0.519817034389619,0.119502904851409,0.173323893847627,0.277397510905247
"2007-03-05 00:0",0.832040177688203,0.467048900269204,0.110490664101741,0.109460079040657,0.243255496299137
"2007-03-06 00:0",0.813047400907003,0.47763770194232,0.0730524960261731,0.14576891032385,0.313749283249571
"2007-03-07 00:0",0.938440415761808,0.541931973287255,0.126420991475031,0.177870514500697,0.557867320183603
"2007-03-08 00:0",0.970128264175553,0.514607230624301,0.0988022680491942,0.260133163316097,0.590709566948244
"2007-03-09 00:0",0.971968911855527,0.510029467566799,0.100521995530298,0.254782412344436,0.552012223869233
"2007-03-12 00:0",0.965157857897616,0.535202596338092,0.086339489665449,0.24012339691154,0.595028259364262
"2007-03-13 00:0",0.925559905943193,0.430757267584455,0.103507037067031,0.259892028196604,0.621008056598489
"2007-03-14 00:0",0.93962649551147,0.461352856045389,0.0987140050715873,0.229739177669876,0.658842353518862
"2007-03-15 00:0",0.883308764811267,0.486821610562682,0.111872105934251,0.237810990540346,0.630570044783467
"2007-03-16 00:0",0.932607897983198,0.520393696084761,0.111621635064376,0.219796468105849,0.619484646940336
"2007-03-19 00:0",0.970666845448914,0.468477378611601,0.131087756994636,0.208592225346973,0.573433709102755
"2007-03-20 00:0",0.785366758951114,0.548774153399466,0.219149028828732,0.318266477339509,0.600644206141137
"2007-03-21 00:0",0.888803073805175,0.346589808711807,0.162199304658928,0.449252479080663,0.396797931780913
"2007-03-22 00:0",0.880428957813345,0.350141103174572,0.186169538670415,0.417426955742027,0.367700697027042
"2007-03-23 00:0",0.858872558237178,0.358704773934731,0.180307939583804,0.399621114242353,0.3498197533355
"2007-03-26 00:0",0.831867974958797,0.397716943671856,0.185887827553168,0.404868150597368,0.324559315877402
"2007-03-27 00:0",0.7382128953145,0.386367143151767,0.164801825454404,0.405958257582289,0.332841410147846
"2007-03-28 00:0",0.751696490118614,0.369950308693725,0.171734840557525,0.391003925174342,0.342618592340597
"2007-03-29 00:0",0.773512097080286,0.362604504103509,0.204418413195552,0.399537714303539,0.367146407536494
"2007-03-30 00:0",0.875751446128432,0.404753015128242,0.198824961269301,0.413564017239415,0.320107676791298
"2007-04-02 00:0",0.808196873501849,0.441126611792872,0.194883851100395,0.388638723363844,0.402195847731514
"2007-04-03 00:0",0.751938894615797,0.566902444612176,0.281036761298014,0.416438788524845,0.327905417072141
"2007-04-04 00:0",0.706622166328858,0.578615678134492,0.259028057765617,0.447030326977397,0.317311647306942
"2007-04-05 00:0",0.695779619340686,0.62808924953994,0.261417550607025,0.468085982950273,0.345213446084772
"2007-04-09 00:0",0.729321046988955,0.607096977734365,0.257083504165302,0.439884445451689,0.319733848026187
"2007-04-10 00:0",0.706363695227014,0.539309516137541,0.230740418211108,0.335193883243869,0.286273380565759
"2007-04-11 00:0",0.731587876324221,0.495231100396055,0.213240564120735,0.347086281488854,0.332420308258673
"2007-04-12 00:0",0.753693605758824,0.528021279581092,0.226943380103154,0.319837294971559,0.30395209687127
"2007-04-13 00:0",0.756386843410869,0.552740860662804,0.220872095377547,0.335572623145283,0.306935929175969
"2007-04-16 00:0",0.74494860138708,0.555491732442039,0.211392787012844,0.322244056380302,0.295216107441396
"2007-04-17 00:0",0.791130292835325,0.535438378882007,0.213176021164141,0.297470267100017,0.284124624273643
"2007-04-18 00:0",0.702258110615724,0.513411254310094,0.219401567492362,0.280124506514777,0.304413061247598
"2007-04-19 00:0",0.712430479412494,0.40322680202402,0.254180953366425,0.25212438066986,0.324288969407975
"2007-04-20 00:0",0.749067421492639,0.418859256243442,0.317403331545458,0.268824269797768,0.326353601305843
"2007-04-23 00:0",0.760395983780531,0.45428299311707,0.321700426956208,0.263783278622413,0.346251023134969
"2007-04-24 00:0",0.760670845941796,0.459361105631082,0.304609167038131,0.26443359673656,0.373341297569508
"2007-04-25 00:0",0.728796847180131,0.458145043950112,0.314252687508151,0.29648983246843,0.377766157378714
"2007-04-26 00:0",0.678110824956601,0.516052149870206,0.314877893509366,0.323751957712971,0.301762107765834
"2007-04-27 00:0",0.675069815087562,0.504663134354883,0.224018299080609,0.328902053442366,0.299265444581621
"2007-04-30 00:0",0.774045618032805,0.500404613535884,0.215604270213099,0.611938682375077,0.295636562257495
"2007-05-01 00:0",0.784521485768901,0.53803975527445,0.212668344993126,0.585316684939048,0.270057972926902
"2007-05-02 00:0",0.804250002517597,0.482952346195196,0.181189437131456,0.603572703358849,0.281393294584573
"2007-05-03 00:0",0.784159749031847,0.322292486397553,0.446536911944838,0.691992057253223,0.277275089664422
"2007-05-04 00:0",0.997679997502162,0.316858253036867,0.71244793259631,0.949233297516892,0.191819321046131
"2007-05-07 00:0",0.941646905204215,0.307169717769131,0.68507106327192,0.998357756988824,0.248329538153886
"2007-05-08 00:0",0.974273041251715,0.271995506628464,0.691518417660505,0.92663087523688,0.279314056244478
"2007-05-09 00:0",0.988391716055667,0.281869576214048,0.711018161991048,0.949440894330027,0.292027368151021
"2007-05-10 00:0",0.967215169304087,0.366827466783836,0.685030766464806,0.993636882152139,0.288630929954623
"2007-05-11 00:0",0.975169237481131,0.488779367964749,0.897509594333113,0.948400355356431,0.332108878029844
"2007-05-14 00:0",0.954878730874294,0.492821167080785,0.953076933145593,0.822532712169216,0.326575535094765
"2007-05-15 00:0",0.969924952783464,0.508579124189192,0.956864572758839,0.853716571077349,0.342413793399798
"2007-05-16 00:0",0.974777309384327,0.474172598364497,0.957767359861492,0.809854927343951,0.337906662905584
"2007-05-17 00:0",0.979045573089506,0.468669005631224,0.947382723298751,0.804774509686277,0.333361212259238
"2007-05-18 00:0",0.96080758481813,0.520670175903575,0.93727610352818,0.883716895095146,0.293469411557343
"2007-05-21 00:0",0.986627010412835,0.512764089322901,0.943442975288052,0.883770584032124,0.332137351104281
"2007-05-22 00:0",0.990066845725953,0.495110971247217,0.910771118688307,0.925678046158009,0.351908412382291
"2007-05-23 00:0",0.978305911931879,0.582411514196833,0.887550931360569,0.92650887925871,0.31424673260375
"2007-05-24 00:0",0.849296898505218,0.540537054372565,0.968063332122395,0.825137868356043,0.27934150532491
"2007-05-25 00:0",0.815139922505944,0.641514512112329,0.985886002945383,0.767463056973463,0.254897701154369
"2007-05-29 00:0",0.808384885341588,0.714551516778314,0.984121838898662,0.832766858798305,0.212378213321006
"2007-05-30 00:0",0.758825791803858,0.716774865628253,0.906837440473187,0.852460749774381,0.170150798045448
"2007-05-31 00:0",0.743663830214129,0.709158970957126,0.894602717887421,0.777567232179729,0.145279412938694
"2007-06-01 00:0",0.744334063900838,0.720077788646966,0.888584082407509,0.790387427911916,0.163906416555946
"2007-06-04 00:0",0.78005691297272,0.720994208862286,0.875678387170335,0.804228113872687,0.159642325111036
"2007-06-05 00:0",0.826043384838957,0.581409514146565,0.883893885223915,0.776967424896143,0.170423880373956
"2007-06-06 00:0",0.819444826965251,0.612177826787983,0.913112713974128,0.785661588867311,0.141381084435665
"2007-06-07 00:0",0.79589517239396,0.559080173404413,0.920027909440881,0.820576848557439,0.144256985220483
"2007-06-08 00:0",0.998798791377568,0.497826434911952,0.982885470544332,0.931984861563081,0.171438770330458
"2007-06-11 00:0",0.918341545326934,0.602485536329726,0.960943599568896,0.756492879952985,0.176463934093678
"2007-06-12 00:0",0.80948908106076,0.501865346454746,0.839763190483468,0.681805864264612,0.263641099179892
"2007-06-13 00:0",0.841341555125723,0.451164698350013,0.923937123466276,0.828840113180204,0.273298820642763
"2007-06-14 00:0",0.881322508682379,0.443546771140791,0.903016789971833,0.85884935815145,0.326726973297998
"2007-06-15 00:0",0.852572733164065,0.473922981660446,0.873956155459675,0.800706959650995,0.31319277247061
"2007-06-18 00:0",0.861196332974631,0.577173569763441,0.712668191591457,0.873497269209402,0.315305848735297
"2007-06-19 00:0",0.858134812800682,0.623310993985732,0.72811533970383,0.849221885144349,0.277104082163153
"2007-06-20 00:0",0.809493891234034,0.621273249710369,0.664664296646044,0.85387046805013,0.289974372631371
"2007-06-21 00:0",0.772179567115233,0.611895478078555,0.63412877109554,0.839683317262706,0.335479280243947
"2007-06-22 00:0",0.793643544117705,0.637849924216025,0.679544983364907,0.851752764195155,0.284112583955057
"2007-06-25 00:0",0.739383205854938,0.603695353843897,0.717001386165893,0.846347166073193,0.265440132219117
"2007-06-26 00:0",0.706212536013693,0.589180416790519,0.695335195926406,0.82902215263173,0.299923181969481
"2007-06-27 00:0",0.783033363030717,0.662688573434958,0.67022778441548,0.841061619379571,0.300108673864547
"2007-06-28 00:0",0.860666249872546,0.606643613980755,0.693949050298011,0.981312489665495,0.293447171776285
"2007-06-29 00:0",0.827784700097469,0.552204700512255,0.651997012684238,0.978637801164785,0.351366217958751
"2007-07-02 00:0",0.873451264593125,0.466503352460993,0.730653972499187,0.956787569080516,0.359772765743129
"2007-07-03 00:0",0.87620102650854,0.417579575076162,0.598110865070217,0.805205795548247,0.421610191306335
"2007-07-05 00:0",0.953525751626329,0.444836298079376,0.590673909832818,0.782130757986423,0.493699690895453
"2007-07-06 00:0",0.938421252605458,0.465545132456347,0.579881547778404,0.79736468728828,0.455481265306505
"2007-07-09 00:0",0.750435892385872,0.444121930234088,0.57091231344456,0.882844598081403,0.458513769788645
"2007-07-10 00:0",0.588018571629611,0.197864597571841,0.602402001558831,0.845695476233382,0.481555899706754
"2007-07-11 00:0",0.632851150551351,0.159140934628498,0.82641131283602,0.852703667197497,0.484523241482997
"2007-07-12 00:0",0.617302462514733,0.225300134995557,0.821669874266846,0.925474877864356,0.459475685822311
"2007-07-13 00:0",0.589184688347206,0.201422714605142,0.738604913811947,0.959822281000683,0.466374701137508
"2007-07-16 00:0",0.644310066161827,0.15516988154927,0.671448590058065,0.705540359272975,0.444606045068179
"2007-07-17 00:0",0.660703624880074,0.162619978232334,0.718678112549379,0.687552421405144,0.37037803807242
"2007-07-18 00:0",0.678845560555408,0.164579305084192,0.725368895671781,0.686548429660984,0.380788659194627
"2007-07-19 00:0",0.75822298707403,0.164061577719693,0.706209842086945,0.671383436300495,0.430121316443095
"2007-07-20 00:0",0.823998433191048,0.199657295509983,0.668593610975306,0.63231834919324,0.452923139134148
"2007-07-23 00:0",0.853205037064754,0.157754905975339,0.809354903553989,0.708541393213712,0.524443854013063
"2007-07-24 00:0",0.840581724393805,0.162023628608349,0.796550113710719,0.692843342622713,0.488118137186392
"2007-07-25 00:0",0.907041866748695,0.170626926881333,0.817588008405573,0.598012836256372,0.396903995566901
"2007-07-26 00:0",0.873240788448066,0.143103538824703,0.822235474835007,0.61823630984263,0.421925395047831
"2007-07-27 00:0",0.707553451766278,0.111781298709794,0.838785900141241,0.632586552953439,0.375460642871322
"2007-07-30 00:0",0.696178985911372,0.110152197813995,0.929606055774226,0.749099336854605,0.378002611672057
"2007-07-31 00:0",0.598566735874413,0.275483527221826,0.632054272465137,0.599558365936032,0.475851521665958
"2007-08-01 00:0",0.544907268165368,0.279766758610285,0.672965677008313,0.580412294252117,0.458656317210765
"2007-08-02 00:0",0.514991047497986,0.245870867528252,0.686043370151487,0.675723205579722,0.524708175238416
"2007-08-03 00:0",0.5373454766796,0.256659712823062,0.680882846696783,0.676076274557799,0.562921029181363
"2007-08-06 00:0",0.658305701404175,0.308261402791452,0.694711999122966,0.617953532464696,0.578911918048968
"2007-08-07 00:0",0.634062800967331,0.284271994791412,0.674390292252482,0.614015249321172,0.553199539618735
"2007-08-08 00:0",0.847354498851166,0.408176876190168,0.759786158564218,0.634901534875868,0.618066375777774
"2007-08-09 00:0",0.723604846275797,0.345527289121782,0.625609746327218,0.653505581637506,0.532755832178239
"2007-08-10 00:0",0.712562447133184,0.407892335175326,0.622564014642782,0.67428181122178,0.581085295574251
"2007-08-13 00:0",0.697943419013583,0.431145477565473,0.638673689632348,0.720432134397486,0.488456899392369
"2007-08-14 00:0",0.703391441219892,0.441414519779848,0.639053854322478,0.75639030994495,0.476986164376061
"2007-08-15 00:0",0.734844142593161,0.404084653303036,0.633446502520535,0.747240293066685,0.550245523226955
"2007-08-16 00:0",0.480373899775871,0.363329329767761,0.681679645597715,0.765512485626465,0.564725359540326
"2007-08-17 00:0",0.45354848526646,0.374433276200025,0.660430370139234,0.785983940845262,0.587471930393576
"2007-08-20 00:0",0.437828068622517,0.376531437276838,0.662593850918915,0.798233639874407,0.602060304494232
"2007-08-21 00:0",0.44182767944416,0.379081445928928,0.659975209141003,0.81637967951402,0.595732063811929
"2007-08-22 00:0",0.364325662007136,0.367989633769408,0.606258869691881,0.846054221264143,0.696405535147119
"2007-08-23 00:0",0.363549223180013,0.357099883009644,0.605122451056726,0.858184522704978,0.703294163062135
"2007-08-24 00:0",0.473433488607396,0.320927523562713,0.626847104596381,0.813776368496013,0.425321638153812
"2007-08-27 00:0",0.507196618443165,0.345452395028059,0.585388737899484,0.776667515437482,0.468839999770499
"2007-08-28 00:0",0.477663241565115,0.343732063998973,0.546492952734047,0.784529334949739,0.525724598208769
"2007-08-29 00:0",0.555758440826732,0.48695449176721,0.492961512487063,0.724012479689876,0.416656312631729
"2007-08-30 00:0",0.483903877999949,0.399737054249264,0.484769001473451,0.70944368570245,0.34544635371816
"2007-08-31 00:0",0.414510008522248,0.301780109315431,0.371367742242006,0.773914823654825,0.385678659142343
"2007-09-04 00:0",0.434958909875478,0.304374104525238,0.366454479085369,0.809418183189695,0.27394413750044
"2007-09-05 00:0",0.392157421126156,0.317573987441425,0.323288124934011,0.724741648678138,0.373702987558568
"2007-09-06 00:0",0.376390470975391,0.376163985670439,0.361503300624171,0.721948481142171,0.340565528471471
"2007-09-07 00:0",0.386319290843681,0.38302675565917,0.361041563751618,0.711054672702868,0.338308143854187
"2007-09-10 00:0",0.403640074898804,0.384896181477315,0.371931078082294,0.751684990453564,0.296788619426469
"2007-09-11 00:0",0.195112305908647,0.431659461766528,0.451909769162602,0.840211649722944,0.246923512675966
"2007-09-12 00:0",0.192405875116935,0.443117914563265,0.448833349730148,0.815979557006391,0.279922050974067
"2007-09-13 00:0",0.164704820062442,0.435962193178133,0.45551542952694,0.816832986271394,0.220810758860036
"2007-09-14 00:0",0.171973511853348,0.399998549113815,0.417382800239161,0.985563556057833,0.235068258744711
"2007-09-17 00:0",0.210118385353299,0.410824886882095,0.553616455572758,0.901576756194624,0.531563404876653
"2007-09-18 00:0",0.177415874326874,0.373857349920229,0.525010458275252,0.940306936352569,0.672244916908656
"2007-09-19 00:0",0.149218788600453,0.384202823415795,0.532920062455216,0.936710080459897,0.666166919911981
"2007-09-20 00:0",0.185933440629467,0.413938442425654,0.57802809173548,0.92619905508997,0.655111840577011
"2007-09-21 00:0",0.194473759935204,0.452880185796113,0.597949975705804,0.895368171649053,0.651021048838914
"2007-09-24 00:0",0.199086952524745,0.44311163445685,0.554241330624143,0.953673268969731,0.672231666399105
"2007-09-25 00:0",0.218937338977824,0.394208955227727,0.544069576364371,0.868875334942171,0.564277450626918
"2007-09-26 00:0",0.201318410713586,0.355877355491506,0.563389967425574,0.846892072938441,0.52692427577318
"2007-09-27 00:0",0.142548922230877,0.254376817913699,0.401729642993465,0.670321822518363,0.466043109983139
"2007-09-28 00:0",0.118176101356863,0.213586820549486,0.374421944755798,0.73291092237758,0.428358202628595
"2007-10-01 00:0",0.141432726876731,0.208831455730202,0.30838188326615,0.757363188397491,0.500180506448562
"2007-10-02 00:0",0.130309681085673,0.214850325827361,0.30856575859548,0.799301385221606,0.492537512966667
"2007-10-03 00:0",0.131815297873302,0.220767503279744,0.300201125950179,0.79484488810419,0.445010841763667
"2007-10-04 00:0",0.141420114673645,0.210824305594775,0.28399775254254,0.772322849309777,0.450815708474501
"2007-10-05 00:0",0.103773255310807,0.25190307085706,0.256643354191677,0.903843189319372,0.404779893199898
"2007-10-08 00:0",0.122147293953791,0.219286465703891,0.263798943001126,0.927624780377379,0.488033996352753
"2007-10-09 00:0",0.119485823747254,0.230948422238083,0.246504540385995,0.982240804243989,0.475038281326251
"2007-10-10 00:0",0.123530980595866,0.218653933248231,0.234109250282196,0.957365625696089,0.471239214387904
"2007-10-11 00:0",0.122145611525135,0.217097366248678,0.231739842717833,0.955284953968159,0.472541893321387
"2007-10-12 00:0",0.118702394718861,0.210317286290083,0.234500193887698,0.946952171127364,0.449656559596136
"2007-10-15 00:0",0.125372855913705,0.194869619418658,0.237208857262108,0.897508334315383,0.453012938973349
"2007-10-16 00:0",0.111788749857441,0.190450339437608,0.233432966704789,0.917972603262695,0.423509495812733
"2007-10-17 00:0",0.117078471103065,0.201339609994158,0.230712439555031,0.876088550606715,0.435720329097934
"2007-10-18 00:0",0.126599987753053,0.207105660241012,0.236404624066277,0.859557957373243,0.470592330332104
"2007-10-19 00:0",0.254647984005236,0.186343825000945,0.206352566190645,0.812308193404497,0.6455680068813
"2007-10-22 00:0",0.28777852474193,0.209576220672878,0.20284323076102,0.83040351365488,0.644368998443465
"2007-10-23 00:0",0.311574074166312,0.218464017251116,0.225889162157325,0.816140311108403,0.657951995328625
"2007-10-24 00:0",0.334500562724605,0.234817330822959,0.252646129383384,0.728226171459594,0.646774275658729
"2007-10-25 00:0",0.323214709093162,0.214866343736892,0.249476954405929,0.76315073247672,0.697248738501314
"2007-10-26 00:0",0.294513611878526,0.213801772181396,0.255879338889852,0.768575229259173,0.678774002660389
"2007-10-29 00:0",0.296380310823319,0.224057989951754,0.269506033544768,0.75458555699085,0.65043178730893
